dwaCode	title	action	object	iwaCode	workActivityCode
4.A.1.b.2.I03.D03	Analyze test results.	Analyze	Test Results	4.A.1.b.2.I03	4.A.1.b.2
4.A.1.b.2.I03.D04	Test characteristics of materials or structures.	Test	Characteristics Materials Structures	4.A.1.b.2.I03	4.A.1.b.2
4.A.1.b.2.I03.D05	Test chemical or physical characteristics of materials or products.	Test	Chemical Physical Characteristics Materials	4.A.1.b.2.I03	4.A.1.b.2
4.A.1.b.2.I03.D06	Test fluids to identify contamination or other problems.	Test	Fluids Identify Contamination Problems	4.A.1.b.2.I03	4.A.1.b.2
4.A.1.b.2.I03.D07	Test quality of materials or finished products.	Test	Quality Materials Finished Products	4.A.1.b.2.I03	4.A.1.b.2
4.A.1.b.2.I04.D01	Inspect motor vehicles.	Inspect	Motor Vehicles	4.A.1.b.2.I04	4.A.1.b.2
4.A.1.b.2.I04.D02	Inspect mechanical components of vehicles to identify problems.	Inspect	Mechanical Components Vehicles Identify	4.A.1.b.2.I04	4.A.1.b.2
4.A.1.b.2.I04.D03	Inspect vehicles to determine overall condition.	Inspect	Vehicles Determine Overall Condition	4.A.1.b.2.I04	4.A.1.b.2
4.A.1.b.2.I04.D04	Inspect locomotives or other railroad equipment.	Inspect	Locomotives Railroad Equipment	4.A.1.b.2.I04	4.A.1.b.2
4.A.1.b.2.I04.D05	Inspect aircraft or aircraft components.	Inspect	Aircraft Aircraft Components	4.A.1.b.2.I04	4.A.1.b.2
4.A.1.b.2.I04.D06	Inspect structural components of vehicles to identify problems.	Inspect	Structural Components Vehicles Identify	4.A.1.b.2.I04	4.A.1.b.2
4.A.1.b.2.I05.D01	Inspect work sites to determine condition or necessary repairs.	Inspect	Work Sites Determine Condition	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D02	Inspect work sites to identify potential environmental or safety hazards.	Inspect	Work Sites Identify Potential	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D03	Inspect facilities, equipment or supplies to ensure conformance to standards.	Inspect	Facilities Equipment Supplies Ensure	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D04	Inspect cargo areas for cleanliness or condition.	Inspect	Cargo Areas Cleanliness Condition	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D05	Inspect work environments to ensure safety.	Inspect	Work Environments Ensure Safety	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D06	Monitor cargo area conditions.	Monitor	Cargo Area Conditions	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D07	Inspect facilities.	Inspect	Facilities	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D08	Inspect facilities or equipment to ensure specifications are met.	Inspect	Facilities Equipment Ensure Specifications	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D09	Inspect areas for compliance with sanitation standards.	Inspect	Areas Compliance Sanitation Standards	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D10	Inspect facilities to ensure compliance with fire regulations.	Inspect	Facilities Ensure Compliance Fire	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D11	Inspect facilities to ensure compliance with safety, quality, or service standards.	Inspect	Facilities Ensure Compliance Safety	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D12	Inspect facilities or sites to determine if they meet specifications or standards.	Inspect	Facilities Sites Determine If	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D13	Inspect facilities to ensure compliance with security or safety regulations.	Inspect	Facilities Ensure Compliance Security	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D14	Inspect facilities for cleanliness.	Inspect	Facilities Cleanliness	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D15	Inspect condition or functioning of facilities or equipment.	Inspect	Condition Functioning Facilities Equipment	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I05.D16	Inspect buildings or grounds to determine condition.	Inspect	Buildings Grounds Determine Condition	4.A.1.b.2.I05	4.A.1.b.2
4.A.1.b.2.I06.D01	Verify alignment of structures or equipment.	Verify	Alignment Structures Equipment	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D02	Inspect timing devices.	Inspect	Timing Devices	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D03	Inspect finishes of workpieces or finished products.	Inspect	Finishes Workpieces Finished Products	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D04	Count finished products or workpieces.	Count	Finished Products Workpieces	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D05	Inspect metal, plastic, or composite products.	Inspect	Metal Plastic Composite Products	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D06	Inspect work to ensure standards are met.	Inspect	Work Ensure Standards Are	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D07	Inspect textile products.	Inspect	Textile Products	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D08	Inspect finished products to locate flaws.	Inspect	Finished Products Locate Flaws	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D09	Evaluate projects to determine compliance with technical specifications.	Evaluate	Projects Determine Compliance Technical	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D10	Inspect medical or dental assistive devices.	Inspect	Medical Dental Assistive Devices	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D11	Inspect items for damage or defects.	Inspect	Items Damage Defects	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D12	Check quality of foods or supplies.	Check	Quality Foods Supplies	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D13	Inspect food products.	Inspect	Food Products	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D14	Inspect sets or exhibits.	Inspect	Sets Exhibits	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D15	Inspect completed work to ensure proper functioning.	Inspect	Completed Work Ensure Proper	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D16	Inspected printed materials or other images to verify quality.	Inspected	Printed Materials Images Verify	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D17	Inspect completed work to ensure proper installation.	Inspect	Completed Work Ensure Proper	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I06.D18	Inspect installed components or assemblies.	Inspect	Installed Components Assemblies	4.A.1.b.2.I06	4.A.1.b.2
4.A.1.b.2.I07.D01	Inspect equipment or tools to be used in construction or excavation.	Inspect	Equipment Tools Be Used	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D02	Inspect safety equipment to ensure proper functioning.	Inspect	Safety Equipment Ensure Proper	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D03	Inspect systems to determine if they are operating properly.	Inspect	Systems Determine If They	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D04	Inspect equipment or facilities to determine condition or maintenance needs.	Inspect	Equipment Facilities Determine Condition	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D05	Inspect telecommunications equipment to identify problems.	Inspect	Telecommunications Equipment Identify Problems	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D06	Inspect equipment to locate or identify electrical problems.	Inspect	Equipment Locate Identify Electrical	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D07	Inspect material-moving equipment to detect problems.	Inspect	Material-moving Equipment Detect Problems	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D08	Inspect electrical or electronic systems for defects.	Inspect	Electrical Electronic Systems Defects	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D09	Conduct validation tests of equipment or processes.	Conduct	Validation Tests Equipment Processes	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D10	Inspect gas systems or components to identify leaks or other potential hazards.	Inspect	Gas Systems Components Identify	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D11	Inspect equipment or systems.	Inspect	Equipment Systems	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D12	Inspect plumbing systems or fixtures.	Inspect	Plumbing Systems Fixtures	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D13	Locate equipment or materials in need of repair or replacement.	Locate	Equipment Materials Need Repair	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D14	Inspect equipment to ensure safety or proper functioning.	Inspect	Equipment Ensure Safety Proper	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D15	Inspect production equipment.	Inspect	Production Equipment	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D16	Inspect industrial or commercial equipment to ensure proper operation.	Inspect	Industrial Commercial Equipment Ensure	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D17	Inspect sustainable energy production facilities or equipment.	Inspect	Sustainable Energy Production Facilities	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D18	Inspect equipment to ensure proper functioning.	Inspect	Equipment Ensure Proper Functioning	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D19	Inspect communications or broadcasting equipment.	Inspect	Communications Broadcasting Equipment	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D20	Inspect mechanical equipment to locate damage, defects, or wear.	Inspect	Mechanical Equipment Locate Damage	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I07.D21	Examine medical instruments or equipment to ensure proper operation.	Examine	Medical Instruments Equipment Ensure	4.A.1.b.2.I07	4.A.1.b.2
4.A.1.b.2.I08.D01	Test computer hardware performance.	Test	Computer Hardware Performance	4.A.1.b.2.I08	4.A.1.b.2
4.A.1.b.2.I08.D02	Test computer system operations to ensure proper functioning.	Test	Computer System Operations Ensure	4.A.1.b.2.I08	4.A.1.b.2
4.A.1.b.2.I08.D03	Test software performance.	Test	Software Performance	4.A.1.b.2.I08	4.A.1.b.2
4.A.1.b.2.I09.D01	Check physical condition of people or animals.	Check	Physical Condition People Animals	4.A.1.b.2.I09	4.A.1.b.2
4.A.1.b.2.I09.D02	Examine animals to detect illness, injury or other problems.	Examine	Animals Detect Illness Injury	4.A.1.b.2.I09	4.A.1.b.2
4.A.1.b.2.I09.D03	Examine patients to assess general physical condition.	Examine	Patients Assess General Physical	4.A.1.b.2.I09	4.A.1.b.2
4.A.1.b.2.I09.D04	Examine mouth, teeth, gums, or related facial structures.	Examine	Mouth Teeth Gums Related	4.A.1.b.2.I09	4.A.1.b.2
4.A.1.b.2.I09.D05	Measure the physical or physiological attributes of patients.	Measure	Physical Physiological Attributes Patients	4.A.1.b.2.I09	4.A.1.b.2
4.A.1.b.2.I10.D01	Compare physical characteristics of materials or products to specifications or standards.	Compare	Physical Characteristics Materials Products	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D02	Inspect lumber or raw woodstock.	Inspect	Lumber Raw Woodstock	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D03	Inspect shipments to ensure correct order fulfillment.	Inspect	Shipments Ensure Correct Order	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D04	Inspect garments for defects, damage, or stains.	Inspect	Garments Defects Damage Stains	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D05	Inspect cargo to identify potential hazards.	Inspect	Cargo Identify Potential Hazards	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D06	Evaluate characteristics of archival or historical objects.	Evaluate	Characteristics Archival Historical Objects	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D07	Examine condition of property or products.	Examine	Condition Property Products	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D08	Inspect materials or equipment to determine need for repair or replacement.	Inspect	Materials Equipment Determine Need	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D09	Examine physical characteristics of gemstones or precious metals.	Examine	Physical Characteristics Gemstones Precious	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I10.D10	Examine physical characteristics of natural stone or stone products.	Examine	Physical Characteristics Natural Stone	4.A.1.b.2.I10	4.A.1.b.2
4.A.1.b.2.I11.D01	Test air quality at work sites.	Test	Air Quality Work Sites	4.A.1.b.2.I11	4.A.1.b.2
4.A.1.b.2.I11.D02	Test facilities for environmental hazards.	Test	Facilities Environmental Hazards	4.A.1.b.2.I11	4.A.1.b.2
4.A.1.b.2.I12.D01	Test communications equipment to ensure proper functioning.	Test	Communications Equipment Ensure Proper	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D02	Test performance of electrical, electronic, mechanical, or integrated systems or equipment.	Test	Performance Electrical Electronic Mechanical	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D03	Test electrical equipment or systems to ensure proper functioning.	Test	Electrical Equipment Systems Ensure	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D04	Test performance of aircraft equipment.	Test	Performance Aircraft Equipment	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D05	Test mechanical equipment to ensure proper functioning.	Test	Mechanical Equipment Ensure Proper	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D06	Measure equipment outputs.	Measure	Equipment Outputs	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D07	Test mechanical systems to ensure proper functioning.	Test	Mechanical Systems Ensure Proper	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D08	Conduct test runs of production equipment.	Conduct	Test Runs Production Equipment	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.2.I12.D09	Test electrical circuits or components for proper functioning.	Test	Electrical Circuits Components Proper	4.A.1.b.2.I12	4.A.1.b.2
4.A.1.b.3.I01.D01	Measure materials to mark reference points, cutting lines, or other indicators.	Measure	Materials Mark Reference Points	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D02	Calculate dimensions of workpieces, products, or equipment.	Calculate	Dimensions Workpieces Products Equipment	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D03	Measure physical or chemical properties of materials or objects.	Measure	Physical Chemical Properties Materials	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D04	Measure product or material dimensions.	Measure	Product Material Dimensions	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D05	Measure radiation levels.	Measure	Radiation Levels	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D06	Measure distances or dimensions.	Measure	Distances Dimensions	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D07	Measure physical characteristics of forestry or agricultural products.	Measure	Physical Characteristics Forestry Agricultural	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D08	Calculate weights, volumes or other characteristics of materials.	Calculate	Weights Volumes Characteristics Materials	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D09	Measure ingredients.	Measure	Ingredients	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D10	Measure ingredients or substances to be used in production processes.	Measure	Ingredients Substances Be Used	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D11	Weigh finished products.	Weigh	Finished Products	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D12	Measure dimensions of completed products or workpieces to verify conformance to specifications.	Measure	Dimensions Completed Products Workpieces	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D13	Weigh parcels to determine shipping costs.	Weigh	Parcels Determine Shipping Costs	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D14	Weigh materials to ensure compliance with specifications.	Weigh	Materials Ensure Compliance Specifications	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D15	Measure stock or liquid levels in sustainable fuel production systems.	Measure	Stock Liquid Levels Sustainable	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D16	Measure materials or objects for installation or assembly.	Measure	Materials Objects Installation Assembly	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I01.D17	Measure the level or depth of water or other liquids.	Measure	Level Depth Water Liquids	4.A.1.b.3.I01	4.A.1.b.3
4.A.1.b.3.I02.D01	Estimate time or monetary resources needed to complete projects.	Estimate	Time Monetary Resources Needed	4.A.1.b.3.I02	4.A.1.b.3
4.A.1.b.3.I02.D02	Estimate construction project costs.	Estimate	Construction Project Costs	4.A.1.b.3.I02	4.A.1.b.3
4.A.1.b.3.I02.D03	Estimate maintenance service requirements or costs.	Estimate	Maintenance Service Requirements Costs	4.A.1.b.3.I02	4.A.1.b.3
4.A.1.b.3.I02.D04	Estimate operational costs.	Estimate	Operational Costs	4.A.1.b.3.I02	4.A.1.b.3
4.A.1.b.3.I02.D05	Estimate green project costs.	Estimate	Green Project Costs	4.A.1.b.3.I02	4.A.1.b.3
4.A.1.b.3.I02.D06	Estimate costs for projects or productions.	Estimate	Costs Projects Productions	4.A.1.b.3.I02	4.A.1.b.3
4.A.1.b.3.I02.D07	Estimate costs for labor or materials.	Estimate	Costs Labor Materials	4.A.1.b.3.I02	4.A.1.b.3
4.A.1.b.3.I03.D01	Calculate financial data.	Calculate	Financial Data	4.A.1.b.3.I03	4.A.1.b.3
4.A.1.b.3.I03.D02	Compute gaming wins and losses.	Compute	Gaming Wins Losses	4.A.1.b.3.I03	4.A.1.b.3
4.A.1.b.3.I03.D03	Calculate tax information.	Calculate	Tax Information	4.A.1.b.3.I03	4.A.1.b.3
4.A.1.b.3.I03.D04	Compute debt repayment schedules.	Compute	Debt Repayment Schedules	4.A.1.b.3.I03	4.A.1.b.3
4.A.1.b.3.I04.D01	Survey land or properties.	Survey	Land Properties	4.A.1.b.3.I04	4.A.1.b.3
4.A.1.b.3.I04.D02	Measure work site dimensions.	Measure	Work Site Dimensions	4.A.1.b.3.I04	4.A.1.b.3
4.A.1.b.3.I04.D03	Calculate geographic positions from survey data.	Calculate	Geographic Positions Survey Data	4.A.1.b.3.I04	4.A.1.b.3
4.A.1.b.3.I04.D04	Survey land or bodies of water to measure or determine features.	Survey	Land Bodies Water Measure	4.A.1.b.3.I04	4.A.1.b.3
4.A.1.b.3.I04.D05	Assess locations for potential green technology installations.	Assess	Locations Potential Green Technology	4.A.1.b.3.I04	4.A.1.b.3
4.A.1.b.3.I05.D01	Measure clients to ensure proper product fit.	Measure	Clients Ensure Proper Product	4.A.1.b.3.I05	4.A.1.b.3
4.A.2.a.1.I01.D01	Evaluate potential problems in home or work environments of clients.	Evaluate	Potential Problems Home Work	4.A.2.a.1.I01	4.A.2.a.1
4.A.2.a.1.I01.D02	Assess patient work, living, or social environments.	Assess	Patient Work Living Social	4.A.2.a.1.I01	4.A.2.a.1
4.A.2.a.1.I01.D03	Evaluate characteristics of individuals to determine needs or eligibility.	Evaluate	Characteristics Individuals Determine Needs	4.A.2.a.1.I01	4.A.2.a.1
4.A.2.a.1.I01.D04	Assess individual or community needs for educational or social services.	Assess	Individual Community Needs Educational	4.A.2.a.1.I01	4.A.2.a.1
4.A.2.a.1.I02.D01	Evaluate program effectiveness.	Evaluate	Program Effectiveness	4.A.2.a.1.I02	4.A.2.a.1
4.A.2.a.1.I02.D02	Evaluate the effectiveness of counseling or educational programs.	Evaluate	Effectiveness Counseling Educational Programs	4.A.2.a.1.I02	4.A.2.a.1
4.A.2.a.1.I02.D03	Measure effectiveness of business strategies or practices.	Measure	Effectiveness Business Strategies Practices	4.A.2.a.1.I02	4.A.2.a.1
4.A.2.a.1.I02.D04	Evaluate effectiveness of personnel policies or practices.	Evaluate	Effectiveness Personnel Policies Practices	4.A.2.a.1.I02	4.A.2.a.1
4.A.2.a.1.I02.D05	Evaluate effectiveness of educational programs.	Evaluate	Effectiveness Educational Programs	4.A.2.a.1.I02	4.A.2.a.1
4.A.2.a.1.I02.D06	Evaluate training programs, instructors, or materials.	Evaluate	Training Programs Instructors Materials	4.A.2.a.1.I02	4.A.2.a.1
4.A.2.a.1.I02.D07	Evaluate civic projects or public policies.	Evaluate	Civic Projects Public Policies	4.A.2.a.1.I02	4.A.2.a.1
4.A.2.a.1.I03.D01	Assess educational needs of students.	Assess	Educational Needs Students	4.A.2.a.1.I03	4.A.2.a.1
4.A.2.a.1.I03.D02	Administer tests to assess educational needs or progress.	Administer	Tests Assess Educational Needs	4.A.2.a.1.I03	4.A.2.a.1
4.A.2.a.1.I03.D03	Prepare tests.	Prepare	Tests	4.A.2.a.1.I03	4.A.2.a.1
4.A.2.a.1.I03.D04	Evaluate student work.	Evaluate	Student Work	4.A.2.a.1.I03	4.A.2.a.1
4.A.2.a.1.I04.D01	Evaluate performance of educational staff.	Evaluate	Performance Educational Staff	4.A.2.a.1.I04	4.A.2.a.1
4.A.2.a.1.I04.D02	Evaluate current or prospective maintenance employees.	Evaluate	Current Prospective Maintenance Employees	4.A.2.a.1.I04	4.A.2.a.1
4.A.2.a.1.I04.D03	Evaluate skills of athletes or performers.	Evaluate	Skills Athletes Performers	4.A.2.a.1.I04	4.A.2.a.1
4.A.2.a.1.I04.D04	Evaluate employee performance.	Evaluate	Employee Performance	4.A.2.a.1.I04	4.A.2.a.1
4.A.2.a.1.I04.D05	Evaluate capabilities or training needs.	Evaluate	Capabilities Training Needs	4.A.2.a.1.I04	4.A.2.a.1
4.A.2.a.1.I04.D06	Evaluate performance of applicants, trainees, or employees.	Evaluate	Performance Applicants Trainees Employees	4.A.2.a.1.I04	4.A.2.a.1
4.A.2.a.1.I05.D01	Evaluate log quality.	Evaluate	Log Quality	4.A.2.a.1.I05	4.A.2.a.1
4.A.2.a.1.I05.D02	Evaluate quality of plants or crops.	Evaluate	Quality Plants Crops	4.A.2.a.1.I05	4.A.2.a.1
4.A.2.a.1.I05.D03	Evaluate quality of materials or products.	Evaluate	Quality Materials Products	4.A.2.a.1.I05	4.A.2.a.1
4.A.2.a.1.I05.D04	Evaluate quality of food ingredients or prepared foods.	Evaluate	Quality Food Ingredients Prepared	4.A.2.a.1.I05	4.A.2.a.1
4.A.2.a.1.I06.D01	Assess physical conditions of patients to aid in diagnosis or treatment.	Assess	Physical Conditions Patients Aid	4.A.2.a.1.I06	4.A.2.a.1
4.A.2.a.1.I06.D02	Evaluate patient functioning, capabilities, or health.	Evaluate	Patient Functioning Capabilities Health	4.A.2.a.1.I06	4.A.2.a.1
4.A.2.a.1.I06.D03	Evaluate patient outcomes to determine effectiveness of treatments.	Evaluate	Patient Outcomes Determine Effectiveness	4.A.2.a.1.I06	4.A.2.a.1
4.A.2.a.1.I06.D04	Evaluate treatment options to guide medical decisions.	Evaluate	Treatment Options Guide Medical	4.A.2.a.1.I06	4.A.2.a.1
4.A.2.a.1.I06.D05	Assess skin or hair conditions.	Assess	Skin Hair Conditions	4.A.2.a.1.I06	4.A.2.a.1
4.A.2.a.1.I07.D01	Assess the cost effectiveness of products, projects, or services.	Assess	Cost Effectiveness Products Projects	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D02	Evaluate new technologies or methods.	Evaluate	New Technologies Methods	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D03	Evaluate potential of products, technologies, or resources.	Evaluate	Potential Products Technologies Resources	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D04	Evaluate the characteristics of green technologies.	Evaluate	Characteristics Green Technologies	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D05	Assess product or process usefulness.	Assess	Product Process Usefulness	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D06	Assess database performance.	Assess	Database Performance	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D07	Evaluate characteristics of equipment or systems.	Evaluate	Characteristics Equipment Systems	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D08	Evaluate utility of software or hardware technologies.	Evaluate	Utility Software Hardware Technologies	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I07.D09	Evaluate characteristics of products.	Evaluate	Characteristics Products	4.A.2.a.1.I07	4.A.2.a.1
4.A.2.a.1.I08.D01	Evaluate scholarly materials.	Evaluate	Scholarly Materials	4.A.2.a.1.I08	4.A.2.a.1
4.A.2.a.1.I09.D01	Evaluate condition of properties.	Evaluate	Condition Properties	4.A.2.a.1.I09	4.A.2.a.1
4.A.2.a.1.I09.D02	Assess financial status of clients.	Assess	Financial Status Clients	4.A.2.a.1.I09	4.A.2.a.1
