dwaCode	title	action	object	iwaCode	workActivityCode
4.A.4.a.2.I01.D03	Communicate results of environmental research.	Communicate	Results Environmental Research	4.A.4.a.2.I01	4.A.4.a.2
4.A.4.a.2.I02.D01	Collaborate on research activities with scientists or technical specialists.	Collaborate	Research Activities Scientists Technical	4.A.4.a.2.I02	4.A.4.a.2
4.A.4.a.2.I02.D02	Assist other educational professionals with projects or research.	Assist	Educational Professionals Projects Research	4.A.4.a.2.I02	4.A.4.a.2
4.A.4.a.2.I02.D03	Assist engineers or scientists with research.	Assist	Engineers Scientists Research	4.A.4.a.2.I02	4.A.4.a.2
4.A.4.a.2.I03.D01	Communicate with other workers to coordinate activities.	Communicate	Workers Coordinate Activities	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D02	Provide information to coworkers.	Provide	Information Coworkers	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D03	Confer with coworkers to coordinate maintenance or cleaning activities.	Confer	Coworkers Coordinate Maintenance Cleaning	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D04	Meet with coworkers to communicate work orders or plans.	Meet	Coworkers Communicate Work Orders	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D05	Discuss problems or issues with supervisors.	Discuss	Problems Issues Supervisors	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D06	Communicate with others to coordinate vehicle movement.	Communicate	Others Coordinate Vehicle Movement	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D07	Discuss performance, complaints, or violations with supervisors.	Discuss	Performance Complaints Violations Supervisors	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D08	Communicate with other construction or extraction personnel to discuss project details.	Communicate	Construction Extraction Personnel Discuss	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D09	Liaise between departments or other groups to improve function or communication.	Liaise	Between Departments Groups Improve	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D10	Report information to managers or other personnel.	Report	Information Managers Personnel	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D11	Relay information between personnel.	Relay	Information Between Personnel	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D12	Communicate with coworkers to coordinate installations or repairs.	Communicate	Coworkers Coordinate Installations Repairs	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D13	Confer with managers to make operational decisions.	Confer	Managers Make Operational Decisions	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D14	Confer with organizational members to accomplish work activities.	Confer	Organizational Members Accomplish Work	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D15	Confer with coworkers to coordinate work activities.	Confer	Coworkers Coordinate Work Activities	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D16	Communicate with others to coordinate material handling or movement.	Communicate	Others Coordinate Material Handling	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D17	Communicate dining or order details to kitchen personnel.	Communicate	Dining Order Details Kitchen	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D18	Confer with others to conduct or arrange operational activities.	Confer	Others Conduct Arrange Operational	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D19	Receive information or instructions for performing work assignments.	Receive	Information Instructions Performing Work	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D20	Exchange information with colleagues.	Exchange	Information Colleagues	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I03.D21	Communicate safety or hazard information to others.	Communicate	Safety Hazard Information Others	4.A.4.a.2.I03	4.A.4.a.2
4.A.4.a.2.I04.D01	Confer with others to resolve production problems or equipment malfunctions.	Confer	Others Resolve Production Problems	4.A.4.a.2.I04	4.A.4.a.2
4.A.4.a.2.I04.D02	Confer with other personnel to resolve design or operational problems.	Confer	Personnel Resolve Design Operational	4.A.4.a.2.I04	4.A.4.a.2
4.A.4.a.2.I04.D03	Collaborate with others to resolve information technology issues.	Collaborate	Others Resolve Information Technology	4.A.4.a.2.I04	4.A.4.a.2
4.A.4.a.2.I04.D04	Communicate with management or other staff to resolve problems.	Communicate	Management Staff Resolve Problems	4.A.4.a.2.I04	4.A.4.a.2
4.A.4.a.2.I04.D05	Collaborate with technical specialists to resolve design or development problems.	Collaborate	Technical Specialists Resolve Design	4.A.4.a.2.I04	4.A.4.a.2
4.A.4.a.2.I04.D06	Confer with coworkers to resolve equipment problems.	Confer	Coworkers Resolve Equipment Problems	4.A.4.a.2.I04	4.A.4.a.2
4.A.4.a.2.I05.D01	Inform medical professionals regarding patient conditions and care.	Inform	Medical Professionals Regarding Patient	4.A.4.a.2.I05	4.A.4.a.2
4.A.4.a.2.I05.D02	Confer with other professionals to plan patient care.	Confer	Professionals Plan Patient Care	4.A.4.a.2.I05	4.A.4.a.2
4.A.4.a.2.I05.D03	Collaborate with other professionals to assess client needs or plan treatments.	Collaborate	Professionals Assess Client Needs	4.A.4.a.2.I05	4.A.4.a.2
4.A.4.a.2.I05.D04	Communicate test or assessment results to medical professionals.	Communicate	Test Assessment Results Medical	4.A.4.a.2.I05	4.A.4.a.2
4.A.4.a.2.I05.D05	Collaborate with healthcare professionals to plan or provide treatment.	Collaborate	Healthcare Professionals Plan Provide	4.A.4.a.2.I05	4.A.4.a.2
4.A.4.a.2.I05.D06	Communicate patient status to other health practitioners.	Communicate	Patient Status Health Practitioners	4.A.4.a.2.I05	4.A.4.a.2
4.A.4.a.2.I06.D01	Collaborate with others in marketing activities.	Collaborate	Others Marketing Activities	4.A.4.a.2.I06	4.A.4.a.2
4.A.4.a.2.I06.D02	Collaborate with others to develop or implement marketing strategies.	Collaborate	Others Develop Implement Marketing	4.A.4.a.2.I06	4.A.4.a.2
4.A.4.a.2.I06.D03	Confer with personnel to coordinate business operations.	Confer	Personnel Coordinate Business Operations	4.A.4.a.2.I06	4.A.4.a.2
4.A.4.a.2.I06.D04	Share sales-related or market information with colleagues.	Share	Sales-related Market Information Colleagues	4.A.4.a.2.I06	4.A.4.a.2
4.A.4.a.2.I06.D05	Discuss business strategies, practices, or policies with managers.	Discuss	Business Strategies Practices Policies	4.A.4.a.2.I06	4.A.4.a.2
4.A.4.a.2.I07.D01	Collaborate with other professionals to develop education or assistance programs.	Collaborate	Professionals Develop Education Assistance	4.A.4.a.2.I07	4.A.4.a.2
4.A.4.a.2.I07.D02	Collaborate with other agencies and institutions to coordinate educational matters.	Collaborate	Agencies Institutions Coordinate Educational	4.A.4.a.2.I07	4.A.4.a.2
4.A.4.a.2.I07.D03	Collaborate with other teaching professionals to develop educational programs.	Collaborate	Teaching Professionals Develop Educational	4.A.4.a.2.I07	4.A.4.a.2
4.A.4.a.2.I08.D01	Communicate situation details to appropriate personnel.	Communicate	Situation Details Appropriate Personnel	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D02	Notify others of equipment repair or maintenance needs.	Notify	Others Equipment Repair Maintenance	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D03	Request emergency personnel.	Request	Emergency Personnel	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D04	Notify others of equipment problems.	Notify	Others Equipment Problems	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D05	Report vehicle or equipment malfunctions.	Report	Vehicle Equipment Malfunctions	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D06	Relay information about incidents or emergencies to personnel using phones or two-way radios.	Relay	Information About Incidents Emergencies	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D07	Notify others of emergencies, problems, or hazards.	Notify	Others Emergencies Problems Hazards	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D08	Report maintenance or equipment problems to appropriate personnel.	Report	Maintenance Equipment Problems Appropriate	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I08.D09	Warn individuals about rule violations or safety concerns.	Warn	Individuals About Rule Violations	4.A.4.a.2.I08	4.A.4.a.2
4.A.4.a.2.I09.D01	Collaborate with others to determine production details.	Collaborate	Others Determine Production Details	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D02	Discuss production content and progress with others.	Discuss	Production Content Progress Others	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D03	Confer with technical personnel to prepare designs or operational plans.	Confer	Technical Personnel Prepare Designs	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D04	Collaborate with others to develop or refine designs.	Collaborate	Others Develop Refine Designs	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D05	Collaborate with others to determine technical details of productions.	Collaborate	Others Determine Technical Details	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D06	Discuss design or technical features of products or services with technical personnel.	Discuss	Design Technical Features Products	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D07	Collaborate with others to determine design specifications or details.	Collaborate	Others Determine Design Specifications	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D08	Consult with others regarding safety or health equipment or facilities.	Consult	Others Regarding Safety Health	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I09.D09	Communicate project information to others.	Communicate	Project Information Others	4.A.4.a.2.I09	4.A.4.a.2
4.A.4.a.2.I10.D01	Signal others to coordinate vehicle movement.	Signal	Others Coordinate Vehicle Movement	4.A.4.a.2.I10	4.A.4.a.2
4.A.4.a.2.I10.D02	Signal others to coordinate work activities.	Signal	Others Coordinate Work Activities	4.A.4.a.2.I10	4.A.4.a.2
4.A.4.a.2.I10.D03	Signal equipment operators to indicate proper equipment positioning.	Signal	Equipment Operators Indicate Proper	4.A.4.a.2.I10	4.A.4.a.2
4.A.4.a.2.I11.D01	Communicate with government agencies.	Communicate	Government Agencies	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D02	Communicate technical information to suppliers, contractors, or regulatory agencies.	Communicate	Technical Information Suppliers Contractors	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D03	Collaborate with outside groups to develop programs or projects.	Collaborate	Outside Groups Develop Programs	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D04	Coordinate with external parties to exchange information.	Coordinate	External Parties Exchange Information	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D05	Collaborate with law enforcement or security agencies to share information.	Collaborate	Law Enforcement Security Agencies	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D06	Coordinate operational activities with external stakeholders.	Coordinate	Operational Activities External Stakeholders	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D07	Coordinate activities with suppliers, contractors, clients, or other departments.	Coordinate	Activities Suppliers Contractors Clients	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D08	Confer with others about financial matters.	Confer	Others About Financial Matters	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D09	Represent the organization in external relations.	Represent	Organization External Relations	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I11.D10	Collaborate with law enforcement or security agencies to respond to incidents.	Collaborate	Law Enforcement Security Agencies	4.A.4.a.2.I11	4.A.4.a.2
4.A.4.a.2.I12.D01	Meet with individuals involved in legal processes to provide information and clarify issues.	Meet	Individuals Involved Legal Processes	4.A.4.a.2.I12	4.A.4.a.2
4.A.4.a.2.I12.D02	Confer with court staff to clarify information.	Confer	Court Staff Clarify Information	4.A.4.a.2.I12	4.A.4.a.2
4.A.4.a.2.I13.D01	Discuss service options or needs with clients.	Discuss	Service Options Needs Clients	4.A.4.a.2.I13	4.A.4.a.2
4.A.4.a.2.I13.D02	Confer with clients to exchange information.	Confer	Clients Exchange Information	4.A.4.a.2.I13	4.A.4.a.2
4.A.4.a.2.I13.D03	Confer with clients to determine needs.	Confer	Clients Determine Needs	4.A.4.a.2.I13	4.A.4.a.2
4.A.4.a.2.I13.D04	Confer with customers or users to assess problems.	Confer	Customers Users Assess Problems	4.A.4.a.2.I13	4.A.4.a.2
4.A.4.a.2.I13.D05	Confer with customers or designers to determine order specifications.	Confer	Customers Designers Determine Order	4.A.4.a.2.I13	4.A.4.a.2
4.A.4.a.2.I13.D06	Discuss designs or plans with clients.	Discuss	Designs Plans Clients	4.A.4.a.2.I13	4.A.4.a.2
4.A.4.a.3.I01.D01	Testify at legal or legislative proceedings.	Testify	Legal Legislative Proceedings	4.A.4.a.3.I01	4.A.4.a.3
4.A.4.a.3.I01.D02	Represent the interests of clients in legal proceedings.	Represent	Interests Clients Legal Proceedings	4.A.4.a.3.I01	4.A.4.a.3
4.A.4.a.3.I02.D01	Communicate health and wellness information to the public.	Communicate	Health Wellness Information Public	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D02	Present sustainable products or services information to the public.	Present	Sustainable Products Services Information	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D03	Present information to the public.	Present	Information Public	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D04	Provide educational information to the public.	Provide	Educational Information Public	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D05	Provide technical information or assistance to public.	Provide	Technical Information Assistance Public	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D06	Explain project details to the general public.	Explain	Project Details General Public	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D07	Report news to the public.	Report	News Public	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D08	Provide information to the general public.	Provide	Information General Public	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D09	Present social services program information to the public.	Present	Social Services Program Information	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I02.D10	Inform viewers, listeners, or audiences.	Inform	Viewers Listeners Audiences	4.A.4.a.3.I02	4.A.4.a.3
4.A.4.a.3.I03.D01	Present food or beverage information or menus to customers.	Present	Food Beverage Information Menus	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D02	Present business-related information to audiences.	Present	Business-related Information Audiences	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D03	Provide attraction or event information to patrons.	Provide	Attraction Event Information Patrons	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D04	Discuss account status or activity with customers or patrons.	Discuss	Account Status Activity Customers	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D05	Provide customer service to clients or users.	Provide	Customer Service Clients Users	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D06	Inform individuals or organizations of status or findings.	Inform	Individuals Organizations Status Findings	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D07	Provide notifications to customers or patrons.	Provide	Notifications Customers Patrons	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D08	Provide customers with general information or assistance.	Provide	Customers General Information Assistance	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D09	Provide basic information to guests, visitors, or clients.	Provide	Basic Information Guests Visitors	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D10	Provide patrons with directions to locales or attractions.	Provide	Patrons Directions Locales Attractions	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D11	Answer telephones to direct calls or provide information.	Answer	Telephones Direct Calls Provide	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.3.I03.D12	Provide transportation information to passengers or customers.	Provide	Transportation Information Passengers Customers	4.A.4.a.3.I03	4.A.4.a.3
4.A.4.a.4.I01.D01	Develop collaborative relationships between departments or with external organizations.	Develop	Collaborative Relationships Between Departments	4.A.4.a.4.I01	4.A.4.a.4
4.A.4.a.4.I01.D02	Develop business relationships.	Develop	Business Relationships	4.A.4.a.4.I01	4.A.4.a.4
4.A.4.a.4.I01.D03	Develop working relationships with others to facilitate program activities.	Develop	Working Relationships Others Facilitate	4.A.4.a.4.I01	4.A.4.a.4
4.A.4.a.4.I01.D04	Establish interpersonal business relationships to facilitate work activities.	Establish	Interpersonal Business Relationships Facilitate	4.A.4.a.4.I01	4.A.4.a.4
4.A.4.a.4.I01.D05	Develop professional relationships or networks.	Develop	Professional Relationships Networks	4.A.4.a.4.I01	4.A.4.a.4
4.A.4.a.5.I01.D01	Refer customers to appropriate personnel.	Refer	Customers Appropriate Personnel	4.A.4.a.5.I01	4.A.4.a.5
4.A.4.a.5.I01.D02	Refer patients to other healthcare practitioners or health resources.	Refer	Patients Healthcare Practitioners Health	4.A.4.a.5.I01	4.A.4.a.5
4.A.4.a.5.I01.D03	Help clients get needed services or resources.	Help	Clients Get Needed Services	4.A.4.a.5.I01	4.A.4.a.5
4.A.4.a.5.I01.D04	Arrange physical or mental health services for clients.	Arrange	Physical Mental Health Services	4.A.4.a.5.I01	4.A.4.a.5
4.A.4.a.5.I01.D05	Refer individuals to educational or work programs.	Refer	Individuals Educational Work Programs	4.A.4.a.5.I01	4.A.4.a.5
4.A.4.a.5.I01.D06	Refer clients to community or social service programs.	Refer	Clients Community Social Service	4.A.4.a.5.I01	4.A.4.a.5
4.A.4.a.5.I02.D01	Treat patients using psychological therapies.	Treat	Patients Using Psychological Therapies	4.A.4.a.5.I02	4.A.4.a.5
4.A.4.a.5.I02.D02	Implement therapeutic programs to improve patient functioning.	Implement	Therapeutic Programs Improve Patient	4.A.4.a.5.I02	4.A.4.a.5
4.A.4.a.5.I02.D03	Administer therapy treatments to patients using hands or physical treatment aids.	Administer	Therapy Treatments Patients Using	4.A.4.a.5.I02	4.A.4.a.5
4.A.4.a.5.I02.D04	Administer therapeutic massages.	Administer	Therapeutic Massages	4.A.4.a.5.I02	4.A.4.a.5
4.A.4.a.5.I02.D05	Treat patients using physical therapy techniques.	Treat	Patients Using Physical Therapy	4.A.4.a.5.I02	4.A.4.a.5
4.A.4.a.5.I03.D01	Give medications or immunizations.	Give	Medications Immunizations	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D02	Administer basic health care or medical treatments.	Administer	Basic Health Care Medical	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D03	Administer anesthetics or sedatives to control pain.	Administer	Anesthetics Sedatives Control Pain	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D04	Care for women during pregnancy and childbirth.	Care	Women During Pregnancy Childbirth	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D05	Provide basic health care services.	Provide	Basic Health Care Services	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D06	Administer non-intravenous medications.	Administer	Non-intravenous Medications	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D07	Immunize patients.	Immunize	Patients	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D08	Administer intravenous medications.	Administer	Intravenous Medications	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D09	Administer blood or other fluids intravenously.	Administer	Blood Fluids Intravenously	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D10	Administer medical substances for imaging or other procedures.	Administer	Medical Substances Imaging Procedures	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I03.D11	Apply bandages, dressings, or splints.	Apply	Bandages Dressings Splints	4.A.4.a.5.I03	4.A.4.a.5
4.A.4.a.5.I04.D01	Care for plants or animals.	Care	Plants Animals	4.A.4.a.5.I04	4.A.4.a.5
4.A.4.a.5.I04.D02	Care for animals.	Care	Animals	4.A.4.a.5.I04	4.A.4.a.5
4.A.4.a.5.I04.D03	Perform animal breeding procedures.	Perform	Animal Breeding Procedures	4.A.4.a.5.I04	4.A.4.a.5
4.A.4.a.5.I04.D04	Provide care for animals.	Provide	Care Animals	4.A.4.a.5.I04	4.A.4.a.5
4.A.4.a.5.I05.D01	Rescue people from hazardous situations.	Rescue	People Hazardous Situations	4.A.4.a.5.I05	4.A.4.a.5
4.A.4.a.5.I05.D02	Respond to emergencies to provide assistance.	Respond	Emergencies Provide Assistance	4.A.4.a.5.I05	4.A.4.a.5
4.A.4.a.5.I05.D03	Respond to transportation emergencies.	Respond	Transportation Emergencies	4.A.4.a.5.I05	4.A.4.a.5
4.A.4.a.5.I05.D04	Assist others during emergencies.	Assist	Others During Emergencies	4.A.4.a.5.I05	4.A.4.a.5
4.A.4.a.5.I06.D01	Fit eyeglasses, contact lenses, or other vision aids.	Fit	Eyeglasses Contact Lenses Vision	4.A.4.a.5.I06	4.A.4.a.5
