dwaCode	title	action	object	iwaCode	workActivityCode
4.A.1.a.1.I08.D03	Conduct climatological research.	Conduct	Climatological Research	4.A.1.a.1.I08	4.A.1.a.1
4.A.1.a.1.I09.D01	Conduct surveys in organizations.	Conduct	Surveys Organizations	4.A.1.a.1.I09	4.A.1.a.1
4.A.1.a.1.I09.D02	Research industrial processes or operations.	Research	Industrial Processes Operations	4.A.1.a.1.I09	4.A.1.a.1
4.A.1.a.1.I09.D03	Conduct scientific research of organizational behavior or processes.	Conduct	Scientific Research Organizational Behavior	4.A.1.a.1.I09	4.A.1.a.1
4.A.1.a.1.I10.D01	Research impacts of environmental conservation initiatives.	Research	Impacts Environmental Conservation Initiatives	4.A.1.a.1.I10	4.A.1.a.1
4.A.1.a.1.I10.D02	Research issues related to the environment or sustainable business practices.	Research	Issues Related Environment Sustainable	4.A.1.a.1.I10	4.A.1.a.1
4.A.1.a.1.I10.D03	Investigate the environmental impact of projects.	Investigate	Environmental Impact Projects	4.A.1.a.1.I10	4.A.1.a.1
4.A.1.a.1.I10.D04	Monitor environmental impacts of production or development activities.	Monitor	Environmental Impacts Production Development	4.A.1.a.1.I10	4.A.1.a.1
4.A.1.a.1.I10.D05	Research environmental impact of industrial or development activities.	Research	Environmental Impact Industrial Development	4.A.1.a.1.I10	4.A.1.a.1
4.A.1.a.1.I10.D06	Identify environmental concerns.	Identify	Environmental Concerns	4.A.1.a.1.I10	4.A.1.a.1
4.A.1.a.1.I10.D07	Evaluate environmental impact of operational or development activities.	Evaluate	Environmental Impact Operational Development	4.A.1.a.1.I10	4.A.1.a.1
4.A.1.a.1.I11.D01	Gather information for news stories.	Gather	Information News Stories	4.A.1.a.1.I11	4.A.1.a.1
4.A.1.a.1.I12.D01	Gather medical information from patient histories.	Gather	Medical Information Patient Histories	4.A.1.a.1.I12	4.A.1.a.1
4.A.1.a.1.I12.D02	Collect medical information from patients, family members, or other medical professionals.	Collect	Medical Information Patients Family	4.A.1.a.1.I12	4.A.1.a.1
4.A.1.a.1.I12.D03	Collect information from people through observation, interviews, or surveys.	Collect	Information People Through Observation	4.A.1.a.1.I12	4.A.1.a.1
4.A.1.a.1.I12.D04	Collect information about clients.	Collect	Information About Clients	4.A.1.a.1.I12	4.A.1.a.1
4.A.1.a.1.I13.D01	Research livestock management methods.	Research	Livestock Management Methods	4.A.1.a.1.I13	4.A.1.a.1
4.A.1.a.1.I13.D02	Research crop management methods.	Research	Crop Management Methods	4.A.1.a.1.I13	4.A.1.a.1
4.A.1.a.1.I13.D03	Research sustainable agricultural processes or practices.	Research	Sustainable Agricultural Processes Practices	4.A.1.a.1.I13	4.A.1.a.1
4.A.1.a.1.I14.D01	Conduct market research.	Conduct	Market Research	4.A.1.a.1.I14	4.A.1.a.1
4.A.1.a.1.I14.D02	Gather customer or product information to determine customer needs.	Gather	Customer Product Information Determine	4.A.1.a.1.I14	4.A.1.a.1
4.A.1.a.1.I14.D03	Obtain personal or financial information about customers or applicants.	Obtain	Personal Financial Information About	4.A.1.a.1.I14	4.A.1.a.1
4.A.1.a.1.I14.D04	Conduct opinion surveys or needs assessments.	Conduct	Opinion Surveys Needs Assessments	4.A.1.a.1.I14	4.A.1.a.1
4.A.1.a.1.I14.D05	Collect data about customer needs.	Collect	Data About Customer Needs	4.A.1.a.1.I14	4.A.1.a.1
4.A.1.a.1.I15.D01	Observe individuals' activities to gather information or compile evidence.	Observe	Individuals' Activities Gather Information	4.A.1.a.1.I15	4.A.1.a.1
4.A.1.a.1.I15.D02	Investigate personal characteristics or activities of individuals.	Investigate	Personal Characteristics Activities Individuals	4.A.1.a.1.I15	4.A.1.a.1
4.A.1.a.1.I16.D01	Research genetic characteristics or expression.	Research	Genetic Characteristics Expression	4.A.1.a.1.I16	4.A.1.a.1
4.A.1.a.1.I16.D02	Research diseases or parasites.	Research	Diseases Parasites	4.A.1.a.1.I16	4.A.1.a.1
4.A.1.a.1.I16.D03	Conduct research of processes in natural or industrial ecosystems.	Conduct	Research Processes Natural Industrial	4.A.1.a.1.I16	4.A.1.a.1
4.A.1.a.1.I16.D04	Research microbiological or chemical processes or structures.	Research	Microbiological Chemical Processes Structures	4.A.1.a.1.I16	4.A.1.a.1
4.A.1.a.1.I16.D05	Classify organisms based on their characteristics or behavior.	Classify	Organisms Based Their Characteristics	4.A.1.a.1.I16	4.A.1.a.1
4.A.1.a.1.I16.D06	Examine characteristics or behavior of living organisms.	Examine	Characteristics Behavior Living Organisms	4.A.1.a.1.I16	4.A.1.a.1
4.A.1.a.1.I17.D01	Obtain documentation to authorize activities.	Obtain	Documentation Authorize Activities	4.A.1.a.1.I17	4.A.1.a.1
4.A.1.a.1.I17.D02	Obtain copyrights or other legal permissions.	Obtain	Copyrights Legal Permissions	4.A.1.a.1.I17	4.A.1.a.1
4.A.1.a.1.I17.D03	Obtain written authorization to perform activities.	Obtain	Written Authorization Perform Activities	4.A.1.a.1.I17	4.A.1.a.1
4.A.1.a.1.I18.D01	Conduct anthropological or archaeological research.	Conduct	Anthropological Archaeological Research	4.A.1.a.1.I18	4.A.1.a.1
4.A.1.a.1.I18.D02	Conduct historical research.	Conduct	Historical Research	4.A.1.a.1.I18	4.A.1.a.1
4.A.1.a.1.I18.D03	Conduct research on social issues.	Conduct	Research Social Issues	4.A.1.a.1.I18	4.A.1.a.1
4.A.1.a.1.I19.D01	Conduct research to increase knowledge about medical issues.	Conduct	Research Increase Knowledge About	4.A.1.a.1.I19	4.A.1.a.1
4.A.1.a.1.I19.D02	Collect information about community health needs.	Collect	Information About Community Health	4.A.1.a.1.I19	4.A.1.a.1
4.A.1.a.1.I20.D01	Research engineering aspects of biological or chemical processes.	Research	Engineering Aspects Biological Chemical	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D02	Research engineering applications of emerging technologies.	Research	Engineering Applications Emerging Technologies	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D03	Research design or application of green technologies.	Research	Design Application Green Technologies	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D04	Conduct research to gain information about products or processes.	Conduct	Research Gain Information About	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D05	Research advanced engineering designs or applications.	Research	Advanced Engineering Designs Applications	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D06	Research energy production, use, or conservation.	Research	Energy Production Use Conservation	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D07	Research human performance or health factors related to engineering or design activities.	Research	Human Performance Health Factors	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D08	Research new technologies.	Research	New Technologies	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D09	Research product safety.	Research	Product Safety	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I20.D10	Research methods to improve food products.	Research	Methods Improve Food Products	4.A.1.a.1.I20	4.A.1.a.1
4.A.1.a.1.I21.D01	Investigate accidents to determine causes.	Investigate	Accidents Determine Causes	4.A.1.a.1.I21	4.A.1.a.1
4.A.1.a.1.I21.D02	Examine debris to obtain information about causes of fires.	Examine	Debris Obtain Information About	4.A.1.a.1.I21	4.A.1.a.1
4.A.1.a.1.I21.D03	Investigate transportation incidents, violations, or complaints.	Investigate	Transportation Incidents Violations Complaints	4.A.1.a.1.I21	4.A.1.a.1
4.A.1.a.1.I21.D04	Investigate industrial or transportation accidents.	Investigate	Industrial Transportation Accidents	4.A.1.a.1.I21	4.A.1.a.1
4.A.1.a.1.I22.D01	Investigate system, equipment, or product failures.	Investigate	System Equipment Product Failures	4.A.1.a.1.I22	4.A.1.a.1
4.A.1.a.1.I22.D02	Investigate work related complaints to determine corrective actions.	Investigate	Work Related Complaints Determine	4.A.1.a.1.I22	4.A.1.a.1
4.A.1.a.1.I22.D03	Investigate safety of work environment.	Investigate	Safety Work Environment	4.A.1.a.1.I22	4.A.1.a.1
4.A.1.a.1.I23.D01	Interview employees, customers, or others to collect information.	Interview	Employees Customers Others Collect	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D02	Interview others for news or entertainment purposes.	Interview	Others News Entertainment Purposes	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D03	Interview clients to gather financial information.	Interview	Clients Gather Financial Information	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D04	Interview people to obtain information about actions or status of individuals.	Interview	People Obtain Information About	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D05	Interview people to gather information about criminal activities.	Interview	People Gather Information About	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D06	Interview patients to gather medical information.	Interview	Patients Gather Medical Information	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D07	Interview claimants to get information related to legal proceedings.	Interview	Claimants Get Information Related	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D08	Interview clients to gather information about their backgrounds, needs, or progress.	Interview	Clients Gather Information About	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.1.I23.D09	Interview witnesses, suspects, or claimants.	Interview	Witnesses Suspects Claimants	4.A.1.a.1.I23	4.A.1.a.1
4.A.1.a.2.I01.D01	Monitor broadcasting operations to ensure proper functioning.	Monitor	Broadcasting Operations Ensure Proper	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D02	Monitor medical equipment to ensure proper functioning.	Monitor	Medical Equipment Ensure Proper	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D03	Monitor engine operation or functioning.	Monitor	Engine Operation Functioning	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D04	Monitor lubrication of equipment or workpieces.	Monitor	Lubrication Equipment Workpieces	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D05	Monitor equipment operation to ensure proper functioning.	Monitor	Equipment Operation Ensure Proper	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D06	Observe equipment in operation to detect potential problems.	Observe	Equipment Operation Detect Potential	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D07	Watch operating equipment to detect malfunctions.	Watch	Operating Equipment Detect Malfunctions	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D08	Monitor green energy equipment, systems, or facilities.	Monitor	Green Energy Equipment Systems	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D09	Assess equipment functioning.	Assess	Equipment Functioning	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D10	Monitor equipment operation to ensure that products are not flawed.	Monitor	Equipment Operation Ensure Products	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D11	Monitor instruments to ensure proper production conditions.	Monitor	Instruments Ensure Proper Production	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D12	Monitor video displays of medical equipment to ensure proper functioning.	Monitor	Video Displays Medical Equipment	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D13	Monitor equipment gauges or displays to ensure proper operation.	Monitor	Equipment Gauges Displays Ensure	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I01.D14	Monitor equipment fluid levels.	Monitor	Equipment Fluid Levels	4.A.1.a.2.I01	4.A.1.a.2
4.A.1.a.2.I02.D01	Monitor industrial energy consumption or management.	Monitor	Industrial Energy Consumption Management	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D02	Monitor facilities or operational systems.	Monitor	Facilities Operational Systems	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D03	Monitor operational quality or safety.	Monitor	Operational Quality Safety	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D04	Monitor extraction operations.	Monitor	Extraction Operations	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D05	Monitor organizational procedures to ensure proper functioning.	Monitor	Organizational Procedures Ensure Proper	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D06	Monitor construction operations.	Monitor	Construction Operations	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D07	Monitor vehicle movement or location.	Monitor	Vehicle Movement Location	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D08	Monitor recreational facility operations.	Monitor	Recreational Facility Operations	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D09	Inspect operational processes.	Inspect	Operational Processes	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D10	Track goods or materials.	Track	Goods Materials	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D11	Monitor food services operations to ensure procedures are followed.	Monitor	Food Services Operations Ensure	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D12	Monitor loading processes to ensure they are performed properly.	Monitor	Loading Processes Ensure They	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D13	Monitor biofuel production operations.	Monitor	Biofuel Production Operations	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D14	Inspect cargo to ensure it is properly loaded or secured.	Inspect	Cargo Ensure It Is	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D15	Monitor the productivity or efficiency of industrial operations.	Monitor	Productivity Efficiency Industrial Operations	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D16	Monitor operational procedures in technical environments to ensure conformance to standards.	Monitor	Operational Procedures Technical Environments	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D17	Inspect operations of green energy facilities.	Inspect	Operations Green Energy Facilities	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D18	Monitor conditions at energy-producing landfills.	Monitor	Conditions Energy-producing Landfills	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D19	Monitor the handling of hazardous materials or medical wastes.	Monitor	Handling Hazardous Materials Medical	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I02.D20	Monitor organizational processes.	Monitor	Organizational Processes	4.A.1.a.2.I02	4.A.1.a.2
4.A.1.a.2.I03.D01	Monitor financial information.	Monitor	Financial Information	4.A.1.a.2.I03	4.A.1.a.2
4.A.1.a.2.I03.D02	Monitor financial activities.	Monitor	Financial Activities	4.A.1.a.2.I03	4.A.1.a.2
4.A.1.a.2.I03.D03	Monitor sales activities.	Monitor	Sales Activities	4.A.1.a.2.I03	4.A.1.a.2
4.A.1.a.2.I03.D04	Monitor flow of cash or other resources.	Monitor	Flow Cash Resources	4.A.1.a.2.I03	4.A.1.a.2
4.A.1.a.2.I03.D05	Monitor financial indicators.	Monitor	Financial Indicators	4.A.1.a.2.I03	4.A.1.a.2
4.A.1.a.2.I03.D06	Monitor business indicators.	Monitor	Business Indicators	4.A.1.a.2.I03	4.A.1.a.2
4.A.1.a.2.I04.D01	Monitor traffic signals.	Monitor	Traffic Signals	4.A.1.a.2.I04	4.A.1.a.2
4.A.1.a.2.I04.D02	Time vehicle speed or traffic-control equipment operation.	Time	Vehicle Speed Traffic-control Equipment	4.A.1.a.2.I04	4.A.1.a.2
4.A.1.a.2.I05.D01	Monitor patient progress or responses to treatments.	Monitor	Patient Progress Responses Treatments	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I05.D02	Monitor clients to evaluate treatment progress.	Monitor	Clients Evaluate Treatment Progress	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I05.D03	Monitor patients following surgeries or other treatments.	Monitor	Patients Following Surgeries Treatments	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I05.D04	Monitor animal behavior or condition.	Monitor	Animal Behavior Condition	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I05.D05	Monitor health or behavior of people or animals.	Monitor	Health Behavior People Animals	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I05.D06	Monitor patients to detect health problems.	Monitor	Patients Detect Health Problems	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I05.D07	Monitor patient conditions during treatments, procedures, or activities.	Monitor	Patient Conditions During Treatments	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I05.D08	Monitor nutrition related activities of individuals or groups.	Monitor	Nutrition Related Activities Individuals	4.A.1.a.2.I05	4.A.1.a.2
4.A.1.a.2.I06.D01	Monitor performance of organizational members or partners.	Monitor	Performance Organizational Members Partners	4.A.1.a.2.I06	4.A.1.a.2
4.A.1.a.2.I06.D02	Monitor patron activities to identify problems or potential problems.	Monitor	Patron Activities Identify Problems	4.A.1.a.2.I06	4.A.1.a.2
4.A.1.a.2.I06.D03	Monitor student performance.	Monitor	Student Performance	4.A.1.a.2.I06	4.A.1.a.2
4.A.1.a.2.I06.D04	Supervise school or student activities.	Supervise	School Student Activities	4.A.1.a.2.I06	4.A.1.a.2
4.A.1.a.2.I06.D05	Enforce rules or policies governing student behavior.	Enforce	Rules Policies Governing Student	4.A.1.a.2.I06	4.A.1.a.2
4.A.1.a.2.I06.D06	Monitor activities of individuals to ensure safety or compliance with rules.	Monitor	Activities Individuals Ensure Safety	4.A.1.a.2.I06	4.A.1.a.2
4.A.1.a.2.I06.D07	Monitor student behavior, social development, or health.	Monitor	Student Behavior Social Development	4.A.1.a.2.I06	4.A.1.a.2
4.A.1.a.2.I07.D01	Monitor environment to ensure safety.	Monitor	Environment Ensure Safety	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D02	Monitor access or flow of people to prevent problems.	Monitor	Access Flow People Prevent	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D03	Monitor building premises to ensure occupant or visitor safety.	Monitor	Building Premises Ensure Occupant	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D04	Locate suspicious objects or vehicles.	Locate	Suspicious Objects Vehicles	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D05	Patrol properties to maintain safety.	Patrol	Properties Maintain Safety	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D06	Monitor work areas to provide security.	Monitor	Work Areas Provide Security	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D07	Maintain surveillance of individuals or establishments.	Maintain	Surveillance Individuals Establishments	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D08	Monitor alarm systems.	Monitor	Alarm Systems	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D09	Monitor work areas or procedures to ensure compliance with safety procedures.	Monitor	Work Areas Procedures Ensure	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D10	Locate fires or fire danger areas.	Locate	Fires Fire Danger Areas	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D11	Monitor surroundings to detect potential hazards.	Monitor	Surroundings Detect Potential Hazards	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D12	Patrol natural areas to ensure safety or enforce regulations.	Patrol	Natural Areas Ensure Safety	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I07.D13	Monitor work environment to ensure safety or adherence to specifications.	Monitor	Work Environment Ensure Safety	4.A.1.a.2.I07	4.A.1.a.2
4.A.1.a.2.I08.D01	Monitor market conditions or trends.	Monitor	Market Conditions Trends	4.A.1.a.2.I08	4.A.1.a.2
4.A.1.a.2.I08.D02	Monitor current trends.	Monitor	Current Trends	4.A.1.a.2.I08	4.A.1.a.2
4.A.1.a.2.I08.D03	Monitor external affairs or events affecting business operations.	Monitor	External Affairs Events Affecting	4.A.1.a.2.I08	4.A.1.a.2
4.A.1.a.2.I08.D04	Monitor external factors impacting operations.	Monitor	External Factors Impacting Operations	4.A.1.a.2.I08	4.A.1.a.2
4.A.1.a.2.I09.D01	Inspect landscaping to determine treatment needs.	Inspect	Landscaping Determine Treatment Needs	4.A.1.a.2.I09	4.A.1.a.2
4.A.1.a.2.I09.D02	Monitor environmental conditions to detect hazards.	Monitor	Environmental Conditions Detect Hazards	4.A.1.a.2.I09	4.A.1.a.2
4.A.1.a.2.I09.D03	Measure environmental characteristics.	Measure	Environmental Characteristics	4.A.1.a.2.I09	4.A.1.a.2
4.A.1.a.2.I09.D04	Monitor activities affecting environmental quality.	Monitor	Activities Affecting Environmental Quality	4.A.1.a.2.I09	4.A.1.a.2
4.A.1.a.2.I09.D05	Assess characteristics of fires.	Assess	Characteristics Fires	4.A.1.a.2.I09	4.A.1.a.2
4.A.1.a.2.I09.D06	Inspect condition of natural environments.	Inspect	Condition Natural Environments	4.A.1.a.2.I09	4.A.1.a.2
4.A.1.a.2.I10.D01	Monitor the security of digital information.	Monitor	Security Digital Information	4.A.1.a.2.I10	4.A.1.a.2
4.A.1.a.2.I10.D02	Monitor the performance of computer networks.	Monitor	Performance Computer Networks	4.A.1.a.2.I10	4.A.1.a.2
4.A.1.a.2.I10.D03	Monitor computer system performance to ensure proper operation.	Monitor	Computer System Performance Ensure	4.A.1.a.2.I10	4.A.1.a.2
4.A.1.a.2.I11.D01	Identify actions needed to bring properties or facilities into compliance with regulations.	Identify	Actions Needed Bring Properties	4.A.1.a.2.I11	4.A.1.a.2
4.A.1.a.2.I11.D02	Inspect products or operations to ensure that standards are met.	Inspect	Products Operations Ensure Standards	4.A.1.a.2.I11	4.A.1.a.2
