dwaCode	title	action	object	iwaCode	workActivityCode
4.A.2.a.2.I05.D05	Verify patron or staff credentials.	Verify	Patron Staff Credentials	4.A.2.a.2.I05	4.A.2.a.2
4.A.2.a.3.I01.D01	Examine marketing materials to ensure compliance with policies or regulations.	Examine	Marketing Materials Ensure Compliance	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D02	Examine documents to verify adherence to requirements.	Examine	Documents Verify Adherence Requirements	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D03	Examine product information to ensure compliance with regulations.	Examine	Product Information Ensure Compliance	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D04	Review documents or materials for compliance with policies or regulations.	Review	Documents Materials Compliance Policies	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D05	Review license or permit applications.	Review	License Permit Applications	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D06	Verify shipping documentation.	Verify	Shipping Documentation	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D07	Review environmental permits, plans, or reports.	Review	Environmental Permits Plans Reports	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D08	Proofread documents, records, or other files to ensure accuracy.	Proofread	Documents Records Files Ensure	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I01.D09	Review plans or proposals for environmental conservation.	Review	Plans Proposals Environmental Conservation	4.A.2.a.3.I01	4.A.2.a.3
4.A.2.a.3.I02.D01	Assess compliance with environmental laws.	Assess	Compliance Environmental Laws	4.A.2.a.3.I02	4.A.2.a.3
4.A.2.a.3.I02.D02	Evaluate green operations or programs for compliance with standards or regulations.	Evaluate	Green Operations Programs Compliance	4.A.2.a.3.I02	4.A.2.a.3
4.A.2.a.3.I02.D03	Conduct environmental audits.	Conduct	Environmental Audits	4.A.2.a.3.I02	4.A.2.a.3
4.A.2.a.3.I02.D04	Evaluate plans or specifications to determine technological or environmental implications.	Evaluate	Plans Specifications Determine Technological	4.A.2.a.3.I02	4.A.2.a.3
4.A.2.a.3.I03.D01	Conduct financial or regulatory audits.	Conduct	Financial Regulatory Audits	4.A.2.a.3.I03	4.A.2.a.3
4.A.2.a.3.I03.D02	Examine financial records.	Examine	Financial Records	4.A.2.a.3.I03	4.A.2.a.3
4.A.2.a.3.I03.D03	Examine financial records or processes.	Examine	Financial Records Processes	4.A.2.a.3.I03	4.A.2.a.3
4.A.2.a.3.I03.D04	Review customer insurance information.	Review	Customer Insurance Information	4.A.2.a.3.I03	4.A.2.a.3
4.A.2.a.3.I03.D05	Examine financial records to ensure compliance with policies or regulations.	Examine	Financial Records Ensure Compliance	4.A.2.a.3.I03	4.A.2.a.3
4.A.2.a.3.I04.D01	Protect patients or staff members using safety equipment.	Protect	Patients Staff Members Using	4.A.2.a.3.I04	4.A.2.a.3
4.A.2.a.3.I04.D02	Follow protocols or regulations for healthcare activities.	Follow	Protocols Regulations Healthcare Activities	4.A.2.a.3.I04	4.A.2.a.3
4.A.2.a.4.I01.D01	Locate natural resources using geospatial or other environmental data.	Locate	Natural Resources Using Geospatial	4.A.2.a.4.I01	4.A.2.a.4
4.A.2.a.4.I01.D02	Determine geographic coordinates.	Determine	Geographic Coordinates	4.A.2.a.4.I01	4.A.2.a.4
4.A.2.a.4.I01.D03	Analyze geological samples.	Analyze	Geological Samples	4.A.2.a.4.I01	4.A.2.a.4
4.A.2.a.4.I01.D04	Analyze environmental data.	Analyze	Environmental Data	4.A.2.a.4.I01	4.A.2.a.4
4.A.2.a.4.I01.D05	Analyze geological or geographical data.	Analyze	Geological Geographical Data	4.A.2.a.4.I01	4.A.2.a.4
4.A.2.a.4.I01.D06	Analyze Geographic Information Systems (GIS) data for use in green applications.	Analyze	Geographic Information Systems (gis)	4.A.2.a.4.I01	4.A.2.a.4
4.A.2.a.4.I01.D07	Analyze physical, survey, or geographic data.	Analyze	Physical Survey Geographic Data	4.A.2.a.4.I01	4.A.2.a.4
4.A.2.a.4.I02.D01	Estimate demand for products or services.	Estimate	Demand Products Services	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I02.D02	Analyze industry trends.	Analyze	Industry Trends	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I02.D03	Forecast economic, political, or social trends.	Forecast	Economic Political Social Trends	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I02.D04	Analyze market conditions or trends.	Analyze	Market Conditions Trends	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I02.D05	Analyze website or related online data to track trends or usage.	Analyze	Website Related Online Data	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I02.D06	Analyze market or customer related data.	Analyze	Market Customer Related Data	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I02.D07	Analyze consumer trends.	Analyze	Consumer Trends	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I02.D08	Analyze market research data.	Analyze	Market Research Data	4.A.2.a.4.I02	4.A.2.a.4
4.A.2.a.4.I03.D01	Assess risks to business operations.	Assess	Risks Business Operations	4.A.2.a.4.I03	4.A.2.a.4
4.A.2.a.4.I03.D02	Analyze risks related to investments in green technology.	Analyze	Risks Related Investments Green	4.A.2.a.4.I03	4.A.2.a.4
4.A.2.a.4.I03.D03	Analyze risks to minimize losses or damages.	Analyze	Risks Minimize Losses Damages	4.A.2.a.4.I03	4.A.2.a.4
4.A.2.a.4.I04.D01	Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.	Apply	Mathematical Principles Statistical Approaches	4.A.2.a.4.I04	4.A.2.a.4
4.A.2.a.4.I04.D02	Analyze data to identify trends or relationships among variables.	Analyze	Data Identify Trends Relationships	4.A.2.a.4.I04	4.A.2.a.4
4.A.2.a.4.I05.D01	Evaluate technical data to determine effect on designs or plans.	Evaluate	Technical Data Determine Effect	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I05.D02	Analyze design requirements for computer or electronics systems.	Analyze	Design Requirements Computer Electronics	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I05.D03	Evaluate designs or specifications to ensure quality.	Evaluate	Designs Specifications Ensure Quality	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I05.D04	Analyze green technology design requirements.	Analyze	Green Technology Design Requirements	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I05.D05	Analyze project data to determine specifications or requirements.	Analyze	Project Data Determine Specifications	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I05.D06	Analyze design or requirements information for mechanical equipment or systems.	Analyze	Design Requirements Information Mechanical	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I05.D07	Evaluate environmental or sustainability projects.	Evaluate	Environmental Sustainability Projects	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I05.D08	Analyze costs and benefits of proposed designs or projects.	Analyze	Costs Benefits Proposed Designs	4.A.2.a.4.I05	4.A.2.a.4
4.A.2.a.4.I06.D01	Analyze health-related data.	Analyze	Health-related Data	4.A.2.a.4.I06	4.A.2.a.4
4.A.2.a.4.I06.D02	Analyze patient data to determine patient needs or treatment goals.	Analyze	Patient Data Determine Patient	4.A.2.a.4.I06	4.A.2.a.4
4.A.2.a.4.I06.D03	Analyze test data or images to inform diagnosis or treatment.	Analyze	Test Data Images Inform	4.A.2.a.4.I06	4.A.2.a.4
4.A.2.a.4.I06.D04	Analyze medical data to determine cause of death.	Analyze	Medical Data Determine Cause	4.A.2.a.4.I06	4.A.2.a.4
4.A.2.a.4.I06.D05	Calculate numerical data for medical activities.	Calculate	Numerical Data Medical Activities	4.A.2.a.4.I06	4.A.2.a.4
4.A.2.a.4.I06.D06	Analyze quantitative data to determine effectiveness of treatments or therapies.	Analyze	Quantitative Data Determine Effectiveness	4.A.2.a.4.I06	4.A.2.a.4
4.A.2.a.4.I07.D01	Calculate data to inform organizational operations.	Calculate	Data Inform Organizational Operations	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D02	Analyze operational or research data.	Analyze	Operational Research Data	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D03	Analyze operational data to evaluate operations, processes or products.	Analyze	Operational Data Evaluate Operations	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D04	Evaluate energy production data.	Evaluate	Energy Production Data	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D05	Interpret research or operational data.	Interpret	Research Operational Data	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D06	Model operational processes.	Model	Operational Processes	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D07	Analyze logistics processes.	Analyze	Logistics Processes	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D08	Analyze forecasting data to improve business decisions.	Analyze	Forecasting Data Improve Business	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D09	Analyze data to assess operational or project effectiveness.	Analyze	Data Assess Operational Project	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D10	Analyze jobs using observation, survey, or interview techniques.	Analyze	Jobs Using Observation Survey	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D11	Analyze data to inform personnel decisions.	Analyze	Data Inform Personnel Decisions	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D12	Analyze data to inform operational decisions or activities.	Analyze	Data Inform Operational Decisions	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D13	Evaluate logistics methods to reduce environmental impact.	Evaluate	Logistics Methods Reduce Environmental	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D14	Analyze data to identify or resolve operational problems.	Analyze	Data Identify Resolve Operational	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D15	Analyze shipping information to make routing decisions.	Analyze	Shipping Information Make Routing	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D16	Analyze traffic data.	Analyze	Traffic Data	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I07.D17	Analyze energy usage data.	Analyze	Energy Usage Data	4.A.2.a.4.I07	4.A.2.a.4
4.A.2.a.4.I08.D01	Identify implications for cases from legal precedents or other legal information.	Identify	Implications Cases Legal Precedents	4.A.2.a.4.I08	4.A.2.a.4
4.A.2.a.4.I09.D01	Appraise environmental impact of regulations or policies.	Appraise	Environmental Impact Regulations Policies	4.A.2.a.4.I09	4.A.2.a.4
4.A.2.a.4.I09.D02	Analyze environmental regulations to ensure organizational compliance.	Analyze	Environmental Regulations Ensure Organizational	4.A.2.a.4.I09	4.A.2.a.4
4.A.2.a.4.I09.D03	Analyze impact of legal or regulatory changes.	Analyze	Impact Legal Regulatory Changes	4.A.2.a.4.I09	4.A.2.a.4
4.A.2.a.4.I09.D04	Evaluate applicable laws and regulations to determine impact on organizational activities.	Evaluate	Applicable Laws Regulations Determine	4.A.2.a.4.I09	4.A.2.a.4
4.A.2.a.4.I10.D01	Analyze laboratory specimens to detect abnormalities or other problems.	Analyze	Laboratory Specimens Detect Abnormalities	4.A.2.a.4.I10	4.A.2.a.4
4.A.2.a.4.I10.D02	Analyze forensic evidence to solve crimes.	Analyze	Forensic Evidence Solve Crimes	4.A.2.a.4.I10	4.A.2.a.4
4.A.2.a.4.I10.D03	Analyze crime scene evidence.	Analyze	Crime Scene Evidence	4.A.2.a.4.I10	4.A.2.a.4
4.A.2.a.4.I10.D04	Analyze laboratory findings.	Analyze	Laboratory Findings	4.A.2.a.4.I10	4.A.2.a.4
4.A.2.a.4.I10.D05	Analyze biological samples.	Analyze	Biological Samples	4.A.2.a.4.I10	4.A.2.a.4
4.A.2.a.4.I10.D06	Analyze chemical compounds or substances.	Analyze	Chemical Compounds Substances	4.A.2.a.4.I10	4.A.2.a.4
4.A.2.a.4.I11.D01	Analyze budgetary or accounting data.	Analyze	Budgetary Accounting Data	4.A.2.a.4.I11	4.A.2.a.4
4.A.2.a.4.I11.D02	Analyze financial information.	Analyze	Financial Information	4.A.2.a.4.I11	4.A.2.a.4
4.A.2.a.4.I11.D03	Apply mathematical models of financial or business conditions.	Apply	Mathematical Models Financial Business	4.A.2.a.4.I11	4.A.2.a.4
4.A.2.a.4.I11.D04	Analyze business or financial data.	Analyze	Business Financial Data	4.A.2.a.4.I11	4.A.2.a.4
4.A.2.a.4.I11.D05	Analyze financial records to improve budgeting or planning.	Analyze	Financial Records Improve Budgeting	4.A.2.a.4.I11	4.A.2.a.4
4.A.2.a.4.I11.D06	Analyze financial records or reports to determine state of operations.	Analyze	Financial Records Reports Determine	4.A.2.a.4.I11	4.A.2.a.4
4.A.2.a.4.I11.D07	Analyze financial records to improve efficiency.	Analyze	Financial Records Improve Efficiency	4.A.2.a.4.I11	4.A.2.a.4
4.A.2.a.4.I12.D01	Conduct quantitative failure analyses of operational data.	Conduct	Quantitative Failure Analyses Operational	4.A.2.a.4.I12	4.A.2.a.4
4.A.2.a.4.I12.D02	Analyze security of systems, network, or data.	Analyze	Security Systems Network Data	4.A.2.a.4.I12	4.A.2.a.4
4.A.2.a.4.I12.D03	Interpret design or operational test results.	Interpret	Design Operational Test Results	4.A.2.a.4.I12	4.A.2.a.4
4.A.2.a.4.I12.D04	Analyze test or validation data.	Analyze	Test Validation Data	4.A.2.a.4.I12	4.A.2.a.4
4.A.2.a.4.I12.D05	Analyze test or performance data to assess equipment operation.	Analyze	Test Performance Data Assess	4.A.2.a.4.I12	4.A.2.a.4
4.A.2.b.1.I01.D01	Estimate costs of products, services, or materials.	Estimate	Costs Products Services Materials	4.A.2.b.1.I01	4.A.2.b.1
4.A.2.b.1.I01.D02	Determine the value of goods or services.	Determine	Value Goods Services	4.A.2.b.1.I01	4.A.2.b.1
4.A.2.b.1.I01.D03	Estimate costs or terms of sales.	Estimate	Costs Terms Sales	4.A.2.b.1.I01	4.A.2.b.1
4.A.2.b.1.I01.D04	Determine prices for menu items.	Determine	Prices Menu Items	4.A.2.b.1.I01	4.A.2.b.1
4.A.2.b.1.I01.D05	Calculate shipping costs.	Calculate	Shipping Costs	4.A.2.b.1.I01	4.A.2.b.1
4.A.2.b.1.I01.D06	Estimate costs of goods or services.	Estimate	Costs Goods Services	4.A.2.b.1.I01	4.A.2.b.1
4.A.2.b.1.I01.D07	Calculate costs of goods or services.	Calculate	Costs Goods Services	4.A.2.b.1.I01	4.A.2.b.1
4.A.2.b.1.I02.D01	Determine causes of operational problems or failures.	Determine	Causes Operational Problems Failures	4.A.2.b.1.I02	4.A.2.b.1
4.A.2.b.1.I02.D02	Troubleshoot equipment or systems operation problems.	Troubleshoot	Equipment Systems Operation Problems	4.A.2.b.1.I02	4.A.2.b.1
4.A.2.b.1.I02.D03	Diagnose equipment malfunctions.	Diagnose	Equipment Malfunctions	4.A.2.b.1.I02	4.A.2.b.1
4.A.2.b.1.I03.D01	Authorize construction activities.	Authorize	Construction Activities	4.A.2.b.1.I03	4.A.2.b.1
4.A.2.b.1.I03.D02	Authorize financial actions.	Authorize	Financial Actions	4.A.2.b.1.I03	4.A.2.b.1
4.A.2.b.1.I03.D03	Authorize payments to settle legal disputes.	Authorize	Payments Settle Legal Disputes	4.A.2.b.1.I03	4.A.2.b.1
4.A.2.b.1.I03.D04	Approve expenditures.	Approve	Expenditures	4.A.2.b.1.I03	4.A.2.b.1
4.A.2.b.1.I04.D01	Determine metal or plastic production methods.	Determine	Metal Plastic Production Methods	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D02	Determine appropriate locations for operations or installations.	Determine	Appropriate Locations Operations Installations	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D03	Determine operational methods.	Determine	Operational Methods	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D04	Determine operational procedures.	Determine	Operational Procedures	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D05	Determine methods to minimize environmental impact of activities.	Determine	Methods Minimize Environmental Impact	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D06	Determine food production methods.	Determine	Food Production Methods	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D07	Determine forestry techniques or methods.	Determine	Forestry Techniques Methods	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D08	Determine construction project layouts.	Determine	Construction Project Layouts	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D09	Determine production equipment settings.	Determine	Production Equipment Settings	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D10	Determine appropriate methods for data analysis.	Determine	Appropriate Methods Data Analysis	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D11	Determine protocols for medical procedures.	Determine	Protocols Medical Procedures	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D12	Choose optimal transportation routes or speeds.	Choose	Optimal Transportation Routes Speeds	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I04.D13	Determine technical requirements of productions or projects.	Determine	Technical Requirements Productions Projects	4.A.2.b.1.I04	4.A.2.b.1
4.A.2.b.1.I05.D01	Make decisions in legal cases.	Make	Decisions Legal Cases	4.A.2.b.1.I05	4.A.2.b.1
4.A.2.b.1.I05.D02	Rule on admissibility of legal proceedings.	Rule	Admissibility Legal Proceedings	4.A.2.b.1.I05	4.A.2.b.1
4.A.2.b.1.I06.D01	Diagnose dental conditions.	Diagnose	Dental Conditions	4.A.2.b.1.I06	4.A.2.b.1
4.A.2.b.1.I06.D02	Diagnose medical conditions.	Diagnose	Medical Conditions	4.A.2.b.1.I06	4.A.2.b.1
4.A.2.b.1.I06.D03	Diagnose neural or psychological disorders.	Diagnose	Neural Psychological Disorders	4.A.2.b.1.I06	4.A.2.b.1
4.A.2.b.1.I07.D01	Edit written materials.	Edit	Written Materials	4.A.2.b.1.I07	4.A.2.b.1
4.A.2.b.1.I07.D02	Edit documents.	Edit	Documents	4.A.2.b.1.I07	4.A.2.b.1
4.A.2.b.1.I08.D01	Estimate technical or resource requirements for development or production projects.	Estimate	Technical Resource Requirements Development	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D02	Identify information technology project resource requirements.	Identify	Information Technology Project Resource	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D03	Estimate labor requirements.	Estimate	Labor Requirements	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D04	Calculate specific material, equipment, or labor requirements for production.	Calculate	Specific Material Equipment Labor	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D05	Determine resource needs.	Determine	Resource Needs	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D06	Estimate labor or resource requirements for forestry, fishing, or agricultural operations.	Estimate	Labor Resource Requirements Forestry	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D07	Estimate supplies, ingredients, or staff requirements for food preparation activities.	Estimate	Supplies Ingredients Staff Requirements	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D08	Estimate cost or material requirements.	Estimate	Cost Material Requirements	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D09	Estimate material requirements for production.	Estimate	Material Requirements Production	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D10	Estimate time requirements for development or production projects.	Estimate	Time Requirements Development Production	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D11	Determine types of equipment, tools, or materials needed for jobs.	Determine	Types Equipment Tools Materials	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D12	Estimate materials requirements for projects.	Estimate	Materials Requirements Projects	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D13	Calculate requirements for equipment installation or repair projects.	Calculate	Requirements Equipment Installation Repair	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I08.D14	Estimate construction project labor requirements.	Estimate	Construction Project Labor Requirements	4.A.2.b.1.I08	4.A.2.b.1
4.A.2.b.1.I09.D01	Implement organizational process or policy changes.	Implement	Organizational Process Policy Changes	4.A.2.b.1.I09	4.A.2.b.1
4.A.2.b.1.I09.D02	Implement transportation changes to reduce environmental impact.	Implement	Transportation Changes Reduce Environmental	4.A.2.b.1.I09	4.A.2.b.1
4.A.2.b.1.I09.D03	Apply new technologies to improve work processes.	Apply	New Technologies Improve Work	4.A.2.b.1.I09	4.A.2.b.1
4.A.2.b.1.I09.D04	Implement advertising or marketing initiatives.	Implement	Advertising Marketing Initiatives	4.A.2.b.1.I09	4.A.2.b.1
4.A.2.b.1.I09.D05	Implement financial decisions.	Implement	Financial Decisions	4.A.2.b.1.I09	4.A.2.b.1
4.A.2.b.1.I09.D06	Implement design or process improvements.	Implement	Design Process Improvements	4.A.2.b.1.I09	4.A.2.b.1
4.A.2.b.1.I10.D01	Select tools, equipment, or technologies for use in operations or projects.	Select	Tools Equipment Technologies Use	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D02	Select project materials.	Select	Project Materials	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D03	Select materials or props.	Select	Materials Props	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D04	Select equipment, materials, or supplies for cleaning or maintenance activities.	Select	Equipment Materials Supplies Cleaning	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D05	Select production input materials.	Select	Production Input Materials	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D06	Select production equipment according to product specifications.	Select	Production Equipment According Product	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D07	Select construction materials.	Select	Construction Materials	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D08	Select medical equipment for addressing patient needs.	Select	Medical Equipment Addressing Patient	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D09	Select construction equipment.	Select	Construction Equipment	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D10	Select educational materials or equipment.	Select	Educational Materials Equipment	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I10.D11	Select resources needed to accomplish tasks.	Select	Resources Needed Accomplish Tasks	4.A.2.b.1.I10	4.A.2.b.1
4.A.2.b.1.I11.D01	Edit audio or video recordings.	Edit	Audio Video Recordings	4.A.2.b.1.I11	4.A.2.b.1
4.A.2.b.1.I11.D02	Mix sound inputs.	Mix	Sound Inputs	4.A.2.b.1.I11	4.A.2.b.1
4.A.2.b.2.I01.D01	Develop treatment plans for patients or clients.	Develop	Treatment Plans Patients Clients	4.A.2.b.2.I01	4.A.2.b.2
4.A.2.b.2.I01.D02	Develop medical treatment plans.	Develop	Medical Treatment Plans	4.A.2.b.2.I01	4.A.2.b.2
4.A.2.b.2.I01.D03	Develop exercise or conditioning programs.	Develop	Exercise Conditioning Programs	4.A.2.b.2.I01	4.A.2.b.2
4.A.2.b.2.I01.D04	Develop patient therapy programs.	Develop	Patient Therapy Programs	4.A.2.b.2.I01	4.A.2.b.2
4.A.2.b.2.I01.D05	Modify treatment plans to accommodate client needs.	Modify	Treatment Plans Accommodate Client	4.A.2.b.2.I01	4.A.2.b.2
4.A.2.b.2.I01.D06	Develop treatment plans that use non-medical therapies.	Develop	Treatment Plans Use Non-medical	4.A.2.b.2.I01	4.A.2.b.2
4.A.2.b.2.I01.D07	Establish treatment goals.	Establish	Treatment Goals	4.A.2.b.2.I01	4.A.2.b.2
4.A.2.b.2.I02.D01	Develop software or computer applications.	Develop	Software Computer Applications	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D02	Develop computer or information systems.	Develop	Computer Information Systems	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D03	Design computer modeling or simulation programs.	Design	Computer Modeling Simulation Programs	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D04	Develop computer or online applications.	Develop	Computer Online Applications	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D05	Design integrated computer systems.	Design	Integrated Computer Systems	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D06	Develop software or applications for scientific or technical use.	Develop	Software Applications Scientific Technical	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D07	Modify software programs to improve performance.	Modify	Software Programs Improve Performance	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D08	Design websites or web applications.	Design	Websites Web Applications	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D09	Design video game features or details.	Design	Video Game Features Details	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D10	Design software applications.	Design	Software Applications	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D11	Design healthcare-related software applications.	Design	Healthcare-related Software Applications	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I02.D12	Apply information technology to solve business or other applied problems.	Apply	Information Technology Solve Business	4.A.2.b.2.I02	4.A.2.b.2
4.A.2.b.2.I03.D01	Develop business or market strategies.	Develop	Business Market Strategies	4.A.2.b.2.I03	4.A.2.b.2
4.A.2.b.2.I03.D02	Develop marketing plans or strategies for environmental initiatives.	Develop	Marketing Plans Strategies Environmental	4.A.2.b.2.I03	4.A.2.b.2
