dwaCode	title	action	object	iwaCode	workActivityCode
4.A.2.b.2.I11.D02	Incorporate green features into the design of structures or facilities.	Incorporate	Green Features Into Design	4.A.2.b.2.I11	4.A.2.b.2
4.A.2.b.2.I11.D03	Design civil structures or systems.	Design	Civil Structures Systems	4.A.2.b.2.I11	4.A.2.b.2
4.A.2.b.2.I11.D04	Design structures or facilities.	Design	Structures Facilities	4.A.2.b.2.I11	4.A.2.b.2
4.A.2.b.2.I11.D05	Design furniture.	Design	Furniture	4.A.2.b.2.I11	4.A.2.b.2
4.A.2.b.2.I12.D01	Develop promotional materials.	Develop	Promotional Materials	4.A.2.b.2.I12	4.A.2.b.2
4.A.2.b.2.I12.D02	Create marketing materials.	Create	Marketing Materials	4.A.2.b.2.I12	4.A.2.b.2
4.A.2.b.2.I12.D03	Develop content for sales presentations or other materials.	Develop	Content Sales Presentations Materials	4.A.2.b.2.I12	4.A.2.b.2
4.A.2.b.2.I13.D01	Design templates or patterns.	Design	Templates Patterns	4.A.2.b.2.I13	4.A.2.b.2
4.A.2.b.2.I13.D02	Design materials for industrial or commercial applications.	Design	Materials Industrial Commercial Applications	4.A.2.b.2.I13	4.A.2.b.2
4.A.2.b.2.I13.D03	Design micro- or nano-scale materials, devices, or systems.	Design	Micro- Nano-scale Materials Devices	4.A.2.b.2.I13	4.A.2.b.2
4.A.2.b.2.I13.D04	Design medical devices or appliances.	Design	Medical Devices Appliances	4.A.2.b.2.I13	4.A.2.b.2
4.A.2.b.2.I14.D01	Design industrial processing systems.	Design	Industrial Processing Systems	4.A.2.b.2.I14	4.A.2.b.2
4.A.2.b.2.I14.D02	Develop equipment or component configurations.	Develop	Equipment Component Configurations	4.A.2.b.2.I14	4.A.2.b.2
4.A.2.b.2.I14.D03	Design industrial equipment.	Design	Industrial Equipment	4.A.2.b.2.I14	4.A.2.b.2
4.A.2.b.2.I14.D04	Design energy production or management equipment or systems.	Design	Energy Production Management Equipment	4.A.2.b.2.I14	4.A.2.b.2
4.A.2.b.2.I14.D05	Design tools, fixtures, or other devices for production equipment.	Design	Tools Fixtures Devices Production	4.A.2.b.2.I14	4.A.2.b.2
4.A.2.b.2.I14.D06	Design control systems for mechanical or other equipment.	Design	Control Systems Mechanical Equipment	4.A.2.b.2.I14	4.A.2.b.2
4.A.2.b.2.I15.D01	Establish work standards.	Establish	Work Standards	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D02	Design psychological or educational treatment procedures or programs.	Design	Psychological Educational Treatment Procedures	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D03	Develop instructional objectives.	Develop	Instructional Objectives	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D04	Plan experiential learning activities.	Plan	Experiential Learning Activities	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D05	Establish operational policies.	Establish	Operational Policies	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D06	Plan educational activities.	Plan	Educational Activities	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D07	Develop strategies or programs for students with special needs.	Develop	Strategies Programs Students Special	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D08	Develop educational programs.	Develop	Educational Programs	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D09	Develop educational or training programs.	Develop	Educational Training Programs	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D10	Develop educational goals, standards, policies, or procedures.	Develop	Educational Goals Standards Policies	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I15.D11	Develop educational policies.	Develop	Educational Policies	4.A.2.b.2.I15	4.A.2.b.2
4.A.2.b.2.I16.D01	Design water conservation systems.	Design	Water Conservation Systems	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I16.D02	Apply knowledge or research findings to address environmental problems.	Apply	Knowledge Research Findings Address	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I16.D03	Protect wildlife or natural areas.	Protect	Wildlife Natural Areas	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I16.D04	Design environmental control systems.	Design	Environmental Control Systems	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I16.D05	Design energy-efficient vehicles or vehicle components.	Design	Energy-efficient Vehicles Vehicle Components	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I16.D06	Design alternative energy systems.	Design	Alternative Energy Systems	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I16.D07	Design systems to reduce harmful emissions.	Design	Systems Reduce Harmful Emissions	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I16.D08	Design energy-efficient equipment or systems.	Design	Energy-efficient Equipment Systems	4.A.2.b.2.I16	4.A.2.b.2
4.A.2.b.2.I17.D01	Plan programs to address community mental wellness needs.	Plan	Programs Address Community Mental	4.A.2.b.2.I17	4.A.2.b.2
4.A.2.b.2.I17.D02	Plan programs to address community health issues.	Plan	Programs Address Community Health	4.A.2.b.2.I17	4.A.2.b.2
4.A.2.b.2.I17.D03	Design public or employee health programs.	Design	Public Employee Health Programs	4.A.2.b.2.I17	4.A.2.b.2
4.A.2.b.2.I18.D01	Prepare drawings or diagrams of products or services.	Prepare	Drawings Diagrams Products Services	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D02	Prepare production storyboards.	Prepare	Production Storyboards	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D03	Create graphical representations of civil structures.	Create	Graphical Representations Civil Structures	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D04	Create images of data, locations, or products.	Create	Images Data Locations Products	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D05	Create electrical schematics.	Create	Electrical Schematics	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D06	Create graphical representations of energy production systems.	Create	Graphical Representations Energy Production	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D07	Create construction or installation diagrams.	Create	Construction Installation Diagrams	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D08	Create schematic drawings for electronics.	Create	Schematic Drawings Electronics	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D09	Design layout of art or product exhibits, displays, or promotional materials.	Design	Layout Art Product Exhibits	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D10	Create diagrams or blueprints for workpieces or products.	Create	Diagrams Blueprints Workpieces Products	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D11	Prepare maps.	Prepare	Maps	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D12	Design layouts for print publications.	Design	Layouts Print Publications	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D13	Develop diagrams or flow charts of system operation.	Develop	Diagrams Flow Charts System	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D14	Prepare graphics or other visual representations of information.	Prepare	Graphics Visual Representations Information	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D15	Draw detailed or technical illustrations.	Draw	Detailed Technical Illustrations	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D16	Create graphical representations of structures or landscapes.	Create	Graphical Representations Structures Landscapes	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D17	Create computer-generated graphics or animation.	Create	Computer-generated Graphics Animation	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D18	Create graphical representations of mechanical equipment.	Create	Graphical Representations Mechanical Equipment	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D19	Create maps.	Create	Maps	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D20	Create images or other visual displays.	Create	Images Visual Displays	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I18.D21	Create graphical representations of industrial production systems.	Create	Graphical Representations Industrial Production	4.A.2.b.2.I18	4.A.2.b.2
4.A.2.b.2.I19.D01	Develop emergency procedures.	Develop	Emergency Procedures	4.A.2.b.2.I19	4.A.2.b.2
4.A.2.b.2.I19.D02	Maintain contingency plans for disaster recovery.	Maintain	Contingency Plans Disaster Recovery	4.A.2.b.2.I19	4.A.2.b.2
4.A.2.b.2.I19.D03	Develop contingency plans to deal with organizational emergencies.	Develop	Contingency Plans Deal Organizational	4.A.2.b.2.I19	4.A.2.b.2
4.A.2.b.2.I19.D04	Develop emergency response plans or procedures.	Develop	Emergency Response Plans Procedures	4.A.2.b.2.I19	4.A.2.b.2
4.A.2.b.2.I20.D01	Develop operating strategies, plans, or procedures for green or sustainable operations.	Develop	Operating Strategies Plans Procedures	4.A.2.b.2.I20	4.A.2.b.2
4.A.2.b.2.I20.D02	Develop sustainable business strategies or practices.	Develop	Sustainable Business Strategies Practices	4.A.2.b.2.I20	4.A.2.b.2
4.A.2.b.2.I20.D03	Develop sustainable organizational policies or practices.	Develop	Sustainable Organizational Policies Practices	4.A.2.b.2.I20	4.A.2.b.2
4.A.2.b.2.I20.D04	Develop sustainable industrial or development methods.	Develop	Sustainable Industrial Development Methods	4.A.2.b.2.I20	4.A.2.b.2
4.A.2.b.2.I20.D05	Develop operational methods or processes that use green materials or emphasize sustainability.	Develop	Operational Methods Processes Use	4.A.2.b.2.I20	4.A.2.b.2
4.A.2.b.2.I21.D01	Create models of engineering designs or methods.	Create	Models Engineering Designs Methods	4.A.2.b.2.I21	4.A.2.b.2
4.A.2.b.2.I21.D02	Develop models of information or communications systems.	Develop	Models Information Communications Systems	4.A.2.b.2.I21	4.A.2.b.2
4.A.2.b.2.I21.D03	Create physical models or prototypes.	Create	Physical Models Prototypes	4.A.2.b.2.I21	4.A.2.b.2
4.A.2.b.2.I22.D01	Analyze information obtained from news sources.	Analyze	Information Obtained News Sources	4.A.2.b.2.I22	4.A.2.b.2
4.A.2.b.2.I22.D02	Determine presentation subjects or content.	Determine	Presentation Subjects Content	4.A.2.b.2.I22	4.A.2.b.2
4.A.2.b.2.I23.D01	Devise research or testing protocols.	Devise	Research Testing Protocols	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I23.D02	Develop biological research methods.	Develop	Biological Research Methods	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I23.D03	Develop methods of social or economic research.	Develop	Methods Social Economic Research	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I23.D04	Design research studies to obtain scientific information.	Design	Research Studies Obtain Scientific	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I23.D05	Plan biological research.	Plan	Biological Research	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I23.D06	Plan environmental research.	Plan	Environmental Research	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I23.D07	Develop environmental research methods.	Develop	Environmental Research Methods	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I23.D08	Plan social sciences research.	Plan	Social Sciences Research	4.A.2.b.2.I23	4.A.2.b.2
4.A.2.b.2.I24.D01	Design electromechanical equipment or systems.	Design	Electromechanical Equipment Systems	4.A.2.b.2.I24	4.A.2.b.2
4.A.2.b.2.I24.D02	Design electrical equipment or systems.	Design	Electrical Equipment Systems	4.A.2.b.2.I24	4.A.2.b.2
4.A.2.b.2.I24.D03	Design electronic or computer equipment or instrumentation.	Design	Electronic Computer Equipment Instrumentation	4.A.2.b.2.I24	4.A.2.b.2
4.A.2.b.2.I25.D01	Create musical compositions, arrangements or scores.	Create	Musical Compositions Arrangements Scores	4.A.2.b.2.I25	4.A.2.b.2
4.A.2.b.2.I25.D02	Design costumes or cosmetic effects for characters.	Design	Costumes Cosmetic Effects Characters	4.A.2.b.2.I25	4.A.2.b.2
4.A.2.b.2.I25.D03	Choreograph dances.	Choreograph	Dances	4.A.2.b.2.I25	4.A.2.b.2
4.A.2.b.2.I25.D04	Design jewelry or decorative objects.	Design	Jewelry Decorative Objects	4.A.2.b.2.I25	4.A.2.b.2
4.A.2.b.2.I25.D05	Develop artistic or design concepts for decoration, exhibition, or commercial purposes.	Develop	Artistic Design Concepts Decoration	4.A.2.b.2.I25	4.A.2.b.2
4.A.2.b.2.I26.D01	Develop theories or models of physical phenomena.	Develop	Theories Models Physical Phenomena	4.A.2.b.2.I26	4.A.2.b.2
4.A.2.b.2.I26.D02	Develop mathematical models of environmental conditions.	Develop	Mathematical Models Environmental Conditions	4.A.2.b.2.I26	4.A.2.b.2
4.A.2.b.2.I26.D03	Develop scientific or mathematical models.	Develop	Scientific Mathematical Models	4.A.2.b.2.I26	4.A.2.b.2
4.A.2.b.2.I26.D04	Develop theories or models of social phenomena.	Develop	Theories Models Social Phenomena	4.A.2.b.2.I26	4.A.2.b.2
4.A.2.b.2.I27.D01	Develop program goals or plans.	Develop	Program Goals Plans	4.A.2.b.2.I27	4.A.2.b.2
4.A.2.b.2.I27.D02	Develop organizational goals or objectives.	Develop	Organizational Goals Objectives	4.A.2.b.2.I27	4.A.2.b.2
4.A.2.b.2.I27.D03	Develop plans for programs or services.	Develop	Plans Programs Services	4.A.2.b.2.I27	4.A.2.b.2
4.A.2.b.3.I01.D01	Review professional literature to maintain professional knowledge.	Review	Professional Literature Maintain Professional	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D02	Maintain professional social services knowledge.	Maintain	Professional Social Services Knowledge	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D03	Stay informed about current developments in field of specialization.	Stay	Informed About Current Developments	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D04	Attend events to develop professional knowledge.	Attend	Events Develop Professional Knowledge	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D05	Maintain current knowledge related to work activities.	Maintain	Current Knowledge Related Work	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D06	Update knowledge of legal or regulatory environments.	Update	Knowledge Legal Regulatory Environments	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D07	Update knowledge about emerging industry or technology trends.	Update	Knowledge About Emerging Industry	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D08	Maintain knowledge of current developments in area of expertise.	Maintain	Knowledge Current Developments Area	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D09	Attend conferences or workshops to maintain professional knowledge.	Attend	Conferences Workshops Maintain Professional	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D10	Research topics in area of expertise.	Research	Topics Area Expertise	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D11	Update job related knowledge or skills.	Update	Job Related Knowledge Skills	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D12	Maintain medical or professional knowledge.	Maintain	Medical Professional Knowledge	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D13	Conduct research to inform art, designs, or other work.	Conduct	Research Inform Art Designs	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D14	Attend training to learn new skills or update knowledge.	Attend	Training Learn New Skills	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D15	Maintain knowledge of laws or regulations.	Maintain	Knowledge Laws Regulations	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D16	Maintain professional knowledge or certifications.	Maintain	Professional Knowledge Certifications	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D17	Maintain knowledge of business operations.	Maintain	Knowledge Business Operations	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D18	Attend training sessions or professional meetings to develop or maintain professional knowledge.	Attend	Training Sessions Professional Meetings	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D19	Attend educational events to update medical knowledge.	Attend	Educational Events Update Medical	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D20	Update technical knowledge.	Update	Technical Knowledge	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D21	Update professional knowledge.	Update	Professional Knowledge	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D22	Study product information to acquire professional knowledge.	Study	Product Information Acquire Professional	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.3.I01.D23	Review laws or regulations to maintain professional knowledge.	Review	Laws Regulations Maintain Professional	4.A.2.b.3.I01	4.A.2.b.3
4.A.2.b.4.I01.D01	Develop organizational policies or programs.	Develop	Organizational Policies Programs	4.A.2.b.4.I01	4.A.2.b.4
4.A.2.b.4.I01.D02	Develop operating strategies, plans, or procedures.	Develop	Operating Strategies Plans Procedures	4.A.2.b.4.I01	4.A.2.b.4
4.A.2.b.4.I01.D03	Establish organizational guidelines or policies.	Establish	Organizational Guidelines Policies	4.A.2.b.4.I01	4.A.2.b.4
4.A.2.b.4.I01.D04	Develop organizational methods or procedures.	Develop	Organizational Methods Procedures	4.A.2.b.4.I01	4.A.2.b.4
4.A.2.b.4.I01.D05	Establish business management methods.	Establish	Business Management Methods	4.A.2.b.4.I01	4.A.2.b.4
4.A.2.b.4.I01.D06	Determine pricing or monetary policies.	Determine	Pricing Monetary Policies	4.A.2.b.4.I01	4.A.2.b.4
4.A.2.b.4.I02.D01	Draft legislation or regulations.	Draft	Legislation Regulations	4.A.2.b.4.I02	4.A.2.b.4
4.A.2.b.4.I03.D01	Develop procedures for data management.	Develop	Procedures Data Management	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D02	Establish nursing policies or standards.	Establish	Nursing Policies Standards	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D03	Develop information communication procedures.	Develop	Information Communication Procedures	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D04	Develop business or financial information systems.	Develop	Business Financial Information Systems	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D05	Develop policies or procedures for archives, museums or libraries.	Develop	Policies Procedures Archives Museums	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D06	Develop financial analysis methods.	Develop	Financial Analysis Methods	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D07	Establish standards for medical care.	Establish	Standards Medical Care	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D08	Develop guidelines for system implementation.	Develop	Guidelines System Implementation	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D09	Develop computer or information security policies or procedures.	Develop	Computer Information Security Policies	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D10	Develop data analysis or data management procedures.	Develop	Data Analysis Data Management	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D11	Develop technical processes to improve the efficiency of biofuel production.	Develop	Technical Processes Improve Efficiency	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D12	Develop new or advanced products or production methods.	Develop	New Advanced Products Production	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D13	Develop procedures to evaluate organizational activities.	Develop	Procedures Evaluate Organizational Activities	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D14	Develop technical methods or processes.	Develop	Technical Methods Processes	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D15	Develop testing routines or procedures.	Develop	Testing Routines Procedures	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D16	Develop procedures for data entry or processing.	Develop	Procedures Data Entry Processing	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D17	Establish standards for products, processes, or procedures.	Establish	Standards Products Processes Procedures	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.4.I03.D18	Develop agricultural methods.	Develop	Agricultural Methods	4.A.2.b.4.I03	4.A.2.b.4
4.A.2.b.5.I01.D01	Arrange facility schedules.	Arrange	Facility Schedules	4.A.2.b.5.I01	4.A.2.b.5
4.A.2.b.5.I01.D02	Schedule dining reservations.	Schedule	Dining Reservations	4.A.2.b.5.I01	4.A.2.b.5
4.A.2.b.5.I01.D03	Schedule medical facility use.	Schedule	Medical Facility Use	4.A.2.b.5.I01	4.A.2.b.5
4.A.2.b.5.I01.D04	Schedule activities or facility use.	Schedule	Activities Facility Use	4.A.2.b.5.I01	4.A.2.b.5
4.A.2.b.5.I02.D01	Schedule product or material transportation.	Schedule	Product Material Transportation	4.A.2.b.5.I02	4.A.2.b.5
4.A.2.b.5.I02.D02	Arrange maintenance activities.	Arrange	Maintenance Activities	4.A.2.b.5.I02	4.A.2.b.5
4.A.2.b.5.I02.D03	Schedule instructional activities.	Schedule	Instructional Activities	4.A.2.b.5.I02	4.A.2.b.5
4.A.2.b.5.I02.D04	Schedule equipment maintenance.	Schedule	Equipment Maintenance	4.A.2.b.5.I02	4.A.2.b.5
4.A.2.b.5.I02.D05	Schedule agricultural or forestry work.	Schedule	Agricultural Forestry Work	4.A.2.b.5.I02	4.A.2.b.5
4.A.2.b.5.I02.D06	Schedule repair, installation or maintenance activities.	Schedule	Repair Installation Maintenance Activities	4.A.2.b.5.I02	4.A.2.b.5
4.A.2.b.5.I02.D07	Schedule operational activities.	Schedule	Operational Activities	4.A.2.b.5.I02	4.A.2.b.5
4.A.2.b.5.I03.D01	Schedule appointments.	Schedule	Appointments	4.A.2.b.5.I03	4.A.2.b.5
4.A.2.b.5.I03.D02	Schedule patient procedures or appointments.	Schedule	Patient Procedures Appointments	4.A.2.b.5.I03	4.A.2.b.5
4.A.2.b.5.I03.D03	Schedule appointments with prospective customers.	Schedule	Appointments Prospective Customers	4.A.2.b.5.I03	4.A.2.b.5
4.A.2.b.6.I01.D01	Plan special events.	Plan	Special Events	4.A.2.b.6.I01	4.A.2.b.6
4.A.2.b.6.I01.D02	Plan conferences, programs, or special events.	Plan	Conferences Programs Special Events	4.A.2.b.6.I01	4.A.2.b.6
4.A.2.b.6.I01.D04	Plan implementation or promotion of recycling programs.	Plan	Implementation Promotion Recycling Programs	4.A.2.b.6.I01	4.A.2.b.6
4.A.2.b.6.I01.D05	Plan community programs or activities for the general public.	Plan	Community Programs Activities General	4.A.2.b.6.I01	4.A.2.b.6
4.A.2.b.6.I02.D01	Plan layout of construction, installation, or repairs.	Plan	Layout Construction Installation Repairs	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D02	Plan work procedures.	Plan	Work Procedures	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D03	Plan work operations.	Plan	Work Operations	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D04	Plan flight operations.	Plan	Flight Operations	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D05	Adjust routes or speeds as necessary.	Adjust	Routes Speeds Necessary	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D06	Plan trapping or hunting activities.	Plan	Trapping Hunting Activities	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D07	Prepare detailed work plans.	Prepare	Detailed Work Plans	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D08	Develop detailed project plans.	Develop	Detailed Project Plans	4.A.2.b.6.I02	4.A.2.b.6
4.A.2.b.6.I02.D09	Plan production or operational procedures or sequences.	Plan	Production Operational Procedures Sequences	4.A.2.b.6.I02	4.A.2.b.6
4.A.3.a.1.I01.D01	Prepare compounds or solutions to be used for repairs.	Prepare	Compounds Solutions Be Used	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I01.D02	Mix ingredients to create specific finishes.	Mix	Ingredients Create Specific Finishes	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I01.D03	Mix ingredients.	Mix	Ingredients	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I01.D04	Mix substances or compounds needed for work activities.	Mix	Substances Compounds Needed Work	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I01.D05	Prepare chemicals for work application.	Prepare	Chemicals Work Application	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I01.D06	Prepare materials or solutions for animal or plant use.	Prepare	Materials Solutions Animal Plant	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I01.D07	Prepare medications or medical solutions.	Prepare	Medications Medical Solutions	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I01.D08	Mix substances to create chemical solutions.	Mix	Substances Create Chemical Solutions	4.A.3.a.1.I01	4.A.3.a.1
4.A.3.a.1.I02.D01	Operate firefighting equipment.	Operate	Firefighting Equipment	4.A.3.a.1.I02	4.A.3.a.1
4.A.3.a.1.I02.D02	Protect property from fire or water damage.	Protect	Property Fire Water Damage	4.A.3.a.1.I02	4.A.3.a.1
