dwaCode	title	action	object	iwaCode	workActivityCode
4.A.4.b.4.I12.D22	Manage food service operations or parts of operations.	Manage	Food Service Operations Parts	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D23	Direct healthcare delivery programs.	Direct	Healthcare Delivery Programs	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D24	Direct industrial production activities.	Direct	Industrial Production Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D25	Direct maintenance and repair activities in green energy production facilities.	Direct	Maintenance Repair Activities Green	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D26	Direct energy production or management activities.	Direct	Energy Production Management Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D27	Direct facility maintenance or repair activities.	Direct	Facility Maintenance Repair Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D28	Manage clerical or administrative activities.	Manage	Clerical Administrative Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D29	Arrange delivery of goods or services.	Arrange	Delivery Goods Services	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D30	Direct passenger or freight transport activities.	Direct	Passenger Freight Transport Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D31	Direct material handling or moving activities.	Direct	Material Handling Moving Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D32	Coordinate project activities with other personnel or departments.	Coordinate	Project Activities Personnel Departments	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D33	Direct department activities.	Direct	Department Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D34	Coordinate reporting or editing activities.	Coordinate	Reporting Editing Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D35	Manage preparation of special meals or diets.	Manage	Preparation Special Meals Diets	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D36	Coordinate resource procurement activities.	Coordinate	Resource Procurement Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D37	Coordinate operational activities.	Coordinate	Operational Activities	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D38	Manage healthcare operations.	Manage	Healthcare Operations	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I12.D39	Direct organizational operations, projects, or services.	Direct	Organizational Operations Projects Services	4.A.4.b.4.I12	4.A.4.b.4
4.A.4.b.4.I13.D01	Plan employee work schedules.	Plan	Employee Work Schedules	4.A.4.b.4.I13	4.A.4.b.4
4.A.4.b.4.I13.D02	Prepare staff schedules or work assignments.	Prepare	Staff Schedules Work Assignments	4.A.4.b.4.I13	4.A.4.b.4
4.A.4.b.4.I13.D03	Prepare activity or work schedules.	Prepare	Activity Work Schedules	4.A.4.b.4.I13	4.A.4.b.4
4.A.4.b.4.I13.D04	Prepare employee work schedules.	Prepare	Employee Work Schedules	4.A.4.b.4.I13	4.A.4.b.4
4.A.4.b.4.I13.D05	Assign class work to students.	Assign	Class Work Students	4.A.4.b.4.I13	4.A.4.b.4
4.A.4.b.4.I13.D06	Assign duties or work schedules to employees.	Assign	Duties Work Schedules Employees	4.A.4.b.4.I13	4.A.4.b.4
4.A.4.b.4.I14.D01	Coordinate regulatory documentation activities.	Coordinate	Regulatory Documentation Activities	4.A.4.b.4.I14	4.A.4.b.4
4.A.4.b.4.I14.D02	Coordinate safety or regulatory compliance activities.	Coordinate	Safety Regulatory Compliance Activities	4.A.4.b.4.I14	4.A.4.b.4
4.A.4.b.4.I14.D03	Manage documentation to ensure organization or accuracy.	Manage	Documentation Ensure Organization Accuracy	4.A.4.b.4.I14	4.A.4.b.4
4.A.4.b.4.I15.D01	Direct emergency management activities.	Direct	Emergency Management Activities	4.A.4.b.4.I15	4.A.4.b.4
4.A.4.b.4.I15.D02	Manage organizational security activities.	Manage	Organizational Security Activities	4.A.4.b.4.I15	4.A.4.b.4
4.A.4.b.4.I15.D03	Direct fire fighting or prevention activities.	Direct	Fire Fighting Prevention Activities	4.A.4.b.4.I15	4.A.4.b.4
4.A.4.b.4.I15.D04	Coordinate enforcement of laws or regulations.	Coordinate	Enforcement Laws Regulations	4.A.4.b.4.I15	4.A.4.b.4
4.A.4.b.4.I15.D05	Direct security operations.	Direct	Security Operations	4.A.4.b.4.I15	4.A.4.b.4
4.A.4.b.4.I16.D01	Direct criminal investigations.	Direct	Criminal Investigations	4.A.4.b.4.I16	4.A.4.b.4
4.A.4.b.4.I16.D02	Direct law enforcement activities.	Direct	Law Enforcement Activities	4.A.4.b.4.I16	4.A.4.b.4
4.A.4.b.4.I16.D03	Coordinate legal schedules or activities.	Coordinate	Legal Schedules Activities	4.A.4.b.4.I16	4.A.4.b.4
4.A.4.b.4.I16.D04	Direct courtroom activities or procedures.	Direct	Courtroom Activities Procedures	4.A.4.b.4.I16	4.A.4.b.4
4.A.4.b.5.I01.D01	Coach others.	Coach	Others	4.A.4.b.5.I01	4.A.4.b.5
4.A.4.b.5.I02.D01	Encourage patients during therapeutic activities.	Encourage	Patients During Therapeutic Activities	4.A.4.b.5.I02	4.A.4.b.5
4.A.4.b.5.I02.D02	Visit individuals in their homes to provide support or information.	Visit	Individuals Their Homes Provide	4.A.4.b.5.I02	4.A.4.b.5
4.A.4.b.5.I02.D03	Encourage students.	Encourage	Students	4.A.4.b.5.I02	4.A.4.b.5
4.A.4.b.5.I02.D04	Interact with patients to build rapport or provide emotional support.	Interact	Patients Build Rapport Provide	4.A.4.b.5.I02	4.A.4.b.5
4.A.4.b.5.I02.D05	Support the professional development of others.	Support	Professional Development Others	4.A.4.b.5.I02	4.A.4.b.5
4.A.4.b.5.I02.D06	Encourage patients or clients to develop life skills.	Encourage	Patients Clients Develop Life	4.A.4.b.5.I02	4.A.4.b.5
4.A.4.b.6.I01.D01	Provide health and wellness advice to patients, program participants, or caregivers.	Provide	Health Wellness Advice Patients	4.A.4.b.6.I01	4.A.4.b.6
4.A.4.b.6.I01.D02	Advise patients on preventive care techniques.	Advise	Patients Preventive Care Techniques	4.A.4.b.6.I01	4.A.4.b.6
4.A.4.b.6.I01.D03	Provide medical or cosmetic advice for clients.	Provide	Medical Cosmetic Advice Clients	4.A.4.b.6.I01	4.A.4.b.6
4.A.4.b.6.I01.D04	Advise patients on effects of health conditions or treatments.	Advise	Patients Effects Health Conditions	4.A.4.b.6.I01	4.A.4.b.6
4.A.4.b.6.I01.D05	Advise patients on healthcare system processes.	Advise	Patients Healthcare System Processes	4.A.4.b.6.I01	4.A.4.b.6
4.A.4.b.6.I02.D01	Recommend types of assistive devices.	Recommend	Types Assistive Devices	4.A.4.b.6.I02	4.A.4.b.6
4.A.4.b.6.I02.D02	Advise customers on technical or procedural issues.	Advise	Customers Technical Procedural Issues	4.A.4.b.6.I02	4.A.4.b.6
4.A.4.b.6.I02.D03	Advise customers on the use of products or services.	Advise	Customers Use Products Services	4.A.4.b.6.I02	4.A.4.b.6
4.A.4.b.6.I02.D04	Recommend products or services to customers.	Recommend	Products Services Customers	4.A.4.b.6.I02	4.A.4.b.6
4.A.4.b.6.I03.D01	Advise others about environmental management or conservation.	Advise	Others About Environmental Management	4.A.4.b.6.I03	4.A.4.b.6
4.A.4.b.6.I03.D02	Advise others regarding green practices or environmental concerns.	Advise	Others Regarding Green Practices	4.A.4.b.6.I03	4.A.4.b.6
4.A.4.b.6.I03.D03	Advise others on green energy or related technologies.	Advise	Others Green Energy Related	4.A.4.b.6.I03	4.A.4.b.6
4.A.4.b.6.I03.D04	Advise others about land management or conservation.	Advise	Others About Land Management	4.A.4.b.6.I03	4.A.4.b.6
4.A.4.b.6.I04.D01	Provide technical guidance to other personnel.	Provide	Technical Guidance Personnel	4.A.4.b.6.I04	4.A.4.b.6
4.A.4.b.6.I04.D02	Provide technical support for software maintenance or use.	Provide	Technical Support Software Maintenance	4.A.4.b.6.I04	4.A.4.b.6
4.A.4.b.6.I04.D03	Provide recommendations to others about computer hardware.	Provide	Recommendations Others About Computer	4.A.4.b.6.I04	4.A.4.b.6
4.A.4.b.6.I04.D04	Advise others on the development or use of new technologies.	Advise	Others Development Use New	4.A.4.b.6.I04	4.A.4.b.6
4.A.4.b.6.I04.D05	Provide technical support for computer network issues.	Provide	Technical Support Computer Network	4.A.4.b.6.I04	4.A.4.b.6
4.A.4.b.6.I04.D06	Recommend changes to improve computer or information systems.	Recommend	Changes Improve Computer Information	4.A.4.b.6.I04	4.A.4.b.6
4.A.4.b.6.I05.D01	Advise others on farming or forestry operations, regulations, or equipment.	Advise	Others Farming Forestry Operations	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D02	Advise others on logistics topics.	Advise	Others Logistics Topics	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D03	Recommend personnel decisions or human resources activities.	Recommend	Personnel Decisions Human Resources	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D04	Recommend packing or shipping methods.	Recommend	Packing Shipping Methods	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D05	Advise others on analytical techniques.	Advise	Others Analytical Techniques	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D06	Advise others on issues related to repairs, installation, or equipment design.	Advise	Others Issues Related Repairs	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D07	Recommend organizational process or policy changes.	Recommend	Organizational Process Policy Changes	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D08	Advise others on human resources topics.	Advise	Others Human Resources Topics	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D09	Recommend technical design or process changes to improve efficiency, quality, or performance.	Recommend	Technical Design Process Changes	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D10	Advise others on business or operational matters.	Advise	Others Business Operational Matters	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D11	Advise others on ways to improve processes or products.	Advise	Others Ways Improve Processes	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I05.D12	Recommend changes or corrective procedures.	Recommend	Changes Corrective Procedures	4.A.4.b.6.I05	4.A.4.b.6
4.A.4.b.6.I06.D01	Advise medical personnel regarding healthcare issues.	Advise	Medical Personnel Regarding Healthcare	4.A.4.b.6.I06	4.A.4.b.6
4.A.4.b.6.I06.D02	Advise communities or institutions regarding health or safety issues.	Advise	Communities Institutions Regarding Health	4.A.4.b.6.I06	4.A.4.b.6
4.A.4.b.6.I06.D03	Advise clients or community groups on health issues.	Advise	Clients Community Groups Health	4.A.4.b.6.I06	4.A.4.b.6
4.A.4.b.6.I06.D04	Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use.	Advise	Athletes Coaches Trainers Exercise	4.A.4.b.6.I06	4.A.4.b.6
4.A.4.b.6.I06.D05	Advise others on healthcare matters.	Advise	Others Healthcare Matters	4.A.4.b.6.I06	4.A.4.b.6
4.A.4.b.6.I07.D01	Advise others on social or educational issues.	Advise	Others Social Educational Issues	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I07.D02	Advise students on academic or career matters.	Advise	Students Academic Career Matters	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I07.D03	Discuss child development and behavior with parents or guardians.	Discuss	Child Development Behavior Parents	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I07.D04	Counsel clients regarding educational or vocational issues.	Counsel	Clients Regarding Educational Vocational	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I07.D05	Advise educators on curricula, instructional methods, or policies.	Advise	Educators Curricula Instructional Methods	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I07.D06	Advise others on career or personal development.	Advise	Others Career Personal Development	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I07.D07	Advise others on educational matters.	Advise	Others Educational Matters	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I07.D08	Discuss student progress with parents or guardians.	Discuss	Student Progress Parents Guardians	4.A.4.b.6.I07	4.A.4.b.6
4.A.4.b.6.I08.D01	Provide legal advice to clients.	Provide	Legal Advice Clients	4.A.4.b.6.I08	4.A.4.b.6
4.A.4.b.6.I08.D02	Advise others on matters of public policy.	Advise	Others Matters Public Policy	4.A.4.b.6.I08	4.A.4.b.6
4.A.4.b.6.I08.D03	Recommend legal actions.	Recommend	Legal Actions	4.A.4.b.6.I08	4.A.4.b.6
4.A.4.b.6.I08.D04	Advise others on legal or regulatory compliance matters.	Advise	Others Legal Regulatory Compliance	4.A.4.b.6.I08	4.A.4.b.6
4.A.4.b.6.I09.D01	Advise others on management of emergencies or hazardous situations or materials.	Advise	Others Management Emergencies Hazardous	4.A.4.b.6.I09	4.A.4.b.6
4.A.4.b.6.I09.D02	Recommend improvements to increase safety or reduce risks.	Recommend	Improvements Increase Safety Reduce	4.A.4.b.6.I09	4.A.4.b.6
4.A.4.b.6.I09.D03	Advise others on health and safety issues.	Advise	Others Health Safety Issues	4.A.4.b.6.I09	4.A.4.b.6
4.A.4.b.6.I10.D01	Intervene in crisis situations to assist clients.	Intervene	Crisis Situations Assist Clients	4.A.4.b.6.I10	4.A.4.b.6
4.A.4.b.6.I10.D02	Counsel clients or patients with substance abuse issues.	Counsel	Clients Patients Substance Abuse	4.A.4.b.6.I10	4.A.4.b.6
4.A.4.b.6.I10.D03	Provide counsel, comfort, or encouragement to individuals or families.	Provide	Counsel Comfort Encouragement Individuals	4.A.4.b.6.I10	4.A.4.b.6
4.A.4.b.6.I10.D04	Counsel clients regarding interpersonal issues.	Counsel	Clients Regarding Interpersonal Issues	4.A.4.b.6.I10	4.A.4.b.6
4.A.4.b.6.I10.D05	Counsel family members of clients or patients.	Counsel	Family Members Clients Patients	4.A.4.b.6.I10	4.A.4.b.6
4.A.4.b.6.I10.D06	Counsel clients on mental health or personal achievement.	Counsel	Clients Mental Health Personal	4.A.4.b.6.I10	4.A.4.b.6
4.A.4.b.6.I10.D07	Counsel clients or patients regarding personal issues.	Counsel	Clients Patients Regarding Personal	4.A.4.b.6.I10	4.A.4.b.6
4.A.4.b.6.I11.D01	Advise real estate clients.	Advise	Real Estate Clients	4.A.4.b.6.I11	4.A.4.b.6
4.A.4.b.6.I11.D02	Recommend investments to clients.	Recommend	Investments Clients	4.A.4.b.6.I11	4.A.4.b.6
4.A.4.b.6.I11.D03	Advise others on financial matters.	Advise	Others Financial Matters	4.A.4.b.6.I11	4.A.4.b.6
4.A.4.c.1.I01.D01	Classify materials according to standard systems.	Classify	Materials According Standard Systems	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D02	File documents or records.	File	Documents Records	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D03	Process healthcare paperwork.	Process	Healthcare Paperwork	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D04	Prepare business correspondence.	Prepare	Business Correspondence	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D05	Perform student enrollment or registration activities.	Perform	Student Enrollment Registration Activities	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D06	Perform clerical work in medical settings.	Perform	Clerical Work Medical Settings	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D07	Type documents.	Type	Documents	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D08	Process library materials.	Process	Library Materials	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D09	Prepare administrative documents.	Prepare	Administrative Documents	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I01.D10	Perform administrative or clerical tasks.	Perform	Administrative Clerical Tasks	4.A.4.c.1.I01	4.A.4.c.1
4.A.4.c.1.I02.D01	Administer oaths to court participants.	Administer	Oaths Court Participants	4.A.4.c.1.I02	4.A.4.c.1
4.A.4.c.1.I02.D02	Serve court ordered documents.	Serve	Court Ordered Documents	4.A.4.c.1.I02	4.A.4.c.1
4.A.4.c.1.I03.D01	Operate cash registers.	Operate	Cash Registers	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D02	Submit financial applications.	Submit	Financial Applications	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D03	Process medical billing information.	Process	Medical Billing Information	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D04	Execute sales or other financial transactions.	Execute	Sales Financial Transactions	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D05	Issue money, credit, or vouchers.	Issue	Money Credit Vouchers	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D06	Process customer bills or payments.	Process	Customer Bills Payments	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D07	Pay charges, fees, or taxes.	Pay	Charges Fees Taxes	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D08	Arrange insurance coverage.	Arrange	Insurance Coverage	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D09	Take customer orders.	Take	Customer Orders	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D10	Take product orders from customers.	Take	Product Orders Customers	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D11	Process sales or other transactions.	Process	Sales Transactions	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D12	Disburse funds from clients accounts to creditors.	Disburse	Funds Clients Accounts Creditors	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I03.D13	Conduct gaming transactions.	Conduct	Gaming Transactions	4.A.4.c.1.I03	4.A.4.c.1
4.A.4.c.1.I04.D01	Issue permits or other legal documents.	Issue	Permits Legal Documents	4.A.4.c.1.I04	4.A.4.c.1
4.A.4.c.1.I04.D02	Issue documentation or identification to customers or employees.	Issue	Documentation Identification Customers Employees	4.A.4.c.1.I04	4.A.4.c.1
4.A.4.c.1.I04.D03	Issue warnings or citations.	Issue	Warnings Citations	4.A.4.c.1.I04	4.A.4.c.1
4.A.4.c.1.I04.D04	Issue certificates or licenses.	Issue	Certificates Licenses	4.A.4.c.1.I04	4.A.4.c.1
4.A.4.c.1.I05.D01	Receive shipments.	Receive	Shipments	4.A.4.c.1.I05	4.A.4.c.1
4.A.4.c.1.I05.D02	Prepare outgoing mail.	Prepare	Outgoing Mail	4.A.4.c.1.I05	4.A.4.c.1
4.A.4.c.1.I05.D03	Send information, materials or documentation.	Send	Information Materials Documentation	4.A.4.c.1.I05	4.A.4.c.1
4.A.4.c.1.I05.D04	Route mail to correct destinations.	Route	Mail Correct Destinations	4.A.4.c.1.I05	4.A.4.c.1
4.A.4.c.1.I05.D05	Prepare outgoing shipments.	Prepare	Outgoing Shipments	4.A.4.c.1.I05	4.A.4.c.1
4.A.4.c.1.I06.D01	Process forensic or legal evidence in accordance with procedures.	Process	Forensic Legal Evidence Accordance	4.A.4.c.1.I06	4.A.4.c.1
4.A.4.c.2.I01.D01	Audition or interview potential performers or staff members.	Audition	Interview Potential Performers Staff	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I01.D02	Conduct eligibility or selection interviews.	Conduct	Eligibility Selection Interviews	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I01.D03	Hire personnel.	Hire	Personnel	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I01.D04	Participate in staffing decisions.	Participate	Staffing Decisions	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I01.D05	Recruit personnel.	Recruit	Personnel	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I01.D06	Select staff, team members, or performers.	Select	Staff Team Members Performers	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I01.D07	Hire farming, fishing or forestry workers.	Hire	Farming Fishing Forestry Workers	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I01.D08	Administer personnel recruitment or hiring activities.	Administer	Personnel Recruitment Hiring Activities	4.A.4.c.2.I01	4.A.4.c.2
4.A.4.c.2.I02.D01	Perform human resources activities.	Perform	Human Resources Activities	4.A.4.c.2.I02	4.A.4.c.2
4.A.4.c.2.I02.D02	Administer compensation or benefits programs.	Administer	Compensation Benefits Programs	4.A.4.c.2.I02	4.A.4.c.2
4.A.4.c.2.I02.D03	Administer standardized physical or psychological tests.	Administer	Standardized Physical Psychological Tests	4.A.4.c.2.I02	4.A.4.c.2
4.A.4.c.3.I01.D01	Maintain food, beverage, or equipment inventories.	Maintain	Food Beverage Equipment Inventories	4.A.4.c.3.I01	4.A.4.c.3
4.A.4.c.3.I01.D02	Maintain inventory of medical supplies or equipment.	Maintain	Inventory Medical Supplies Equipment	4.A.4.c.3.I01	4.A.4.c.3
4.A.4.c.3.I01.D03	Manage inventories of products or organizational resources.	Manage	Inventories Products Organizational Resources	4.A.4.c.3.I01	4.A.4.c.3
4.A.4.c.3.I01.D04	Maintain supply or equipment inventories.	Maintain	Supply Equipment Inventories	4.A.4.c.3.I01	4.A.4.c.3
4.A.4.c.3.I01.D05	Maintain inventories of materials, equipment, or products.	Maintain	Inventories Materials Equipment Products	4.A.4.c.3.I01	4.A.4.c.3
4.A.4.c.3.I01.D06	Maintain the inventory of equipment.	Maintain	Inventory Equipment	4.A.4.c.3.I01	4.A.4.c.3
4.A.4.c.3.I02.D01	Order medical diagnostic or clinical tests.	Order	Medical Diagnostic Clinical Tests	4.A.4.c.3.I02	4.A.4.c.3
4.A.4.c.3.I03.D01	Distribute instructional or library materials.	Distribute	Instructional Library Materials	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I03.D02	Allocate physical resources within organizations.	Allocate	Physical Resources Within Organizations	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I03.D03	Distribute materials to employees or customers.	Distribute	Materials Employees Customers	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I03.D04	Assign resources or facilities to patrons or employees.	Assign	Resources Facilities Patrons Employees	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I03.D05	Distribute resources to patrons or employees.	Distribute	Resources Patrons Employees	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I03.D06	Provide educational materials to community members.	Provide	Educational Materials Community Members	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I03.D07	Distribute incoming mail.	Distribute	Incoming Mail	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I03.D08	Distribute supplies to workers.	Distribute	Supplies Workers	4.A.4.c.3.I03	4.A.4.c.3
4.A.4.c.3.I04.D01	Collect deposits, payments or fees.	Collect	Deposits Payments Fees	4.A.4.c.3.I04	4.A.4.c.3
4.A.4.c.3.I04.D02	Collect fares or payment from customers.	Collect	Fares Payment Customers	4.A.4.c.3.I04	4.A.4.c.3
4.A.4.c.3.I04.D03	Collect payments for goods or services.	Collect	Payments Goods Services	4.A.4.c.3.I04	4.A.4.c.3
4.A.4.c.3.I05.D01	Order materials, supplies, or equipment.	Order	Materials Supplies Equipment	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I05.D02	Order instructional or library materials or equipment.	Order	Instructional Library Materials Equipment	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I05.D03	Purchase materials, equipment, or other resources.	Purchase	Materials Equipment Resources	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I05.D04	Purchase stocks of merchandise or supplies.	Purchase	Stocks Merchandise Supplies	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I05.D05	Order construction or extraction materials or equipment.	Order	Construction Extraction Materials Equipment	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I05.D06	Purchase products or services.	Purchase	Products Services	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I05.D07	Order medical supplies or equipment.	Order	Medical Supplies Equipment	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I05.D08	Acquire supplies or equipment.	Acquire	Supplies Equipment	4.A.4.c.3.I05	4.A.4.c.3
4.A.4.c.3.I06.D01	Prescribe treatments or therapies.	Prescribe	Treatments Therapies	4.A.4.c.3.I06	4.A.4.c.3
4.A.4.c.3.I06.D02	Control prescription refills or authorizations.	Control	Prescription Refills Authorizations	4.A.4.c.3.I06	4.A.4.c.3
4.A.4.c.3.I06.D03	Prescribe medications.	Prescribe	Medications	4.A.4.c.3.I06	4.A.4.c.3
4.A.4.c.3.I06.D04	Prescribe assistive medical devices or related treatments.	Prescribe	Assistive Medical Devices Related	4.A.4.c.3.I06	4.A.4.c.3
4.A.4.c.3.I07.D01	Monitor availability of equipment or supplies.	Monitor	Availability Equipment Supplies	4.A.4.c.3.I07	4.A.4.c.3
